study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
vaccination_study_10	B_lineage	0	533	B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.900093808630394	1.0	0.099906191369606	0.056285178236397754	0.04362101313320825	0.900093808630394	0.900093808630394	not_available:533	not_available:533	not_available:533	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	1	518	B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.8236293436293436	1.0	0.17637065637065635	0.12424710424710424	0.052123552123552123	0.8236293436293436	0.7862444126420713	not_available:518	not_available:518	not_available:518	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	10	282	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.8848345153664303	1.0	0.11516548463356974	0.0915839243498818	0.023581560283687943	0.8848345153664303	0.22900874226080659	not_available:282	not_available:282	not_available:282	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	11	279	B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.8881182795698925	1.0	0.11188172043010752	0.06322580645161291	0.04865591397849462	0.8881182795698925	0.8881182795698925	not_available:279	not_available:279	not_available:279	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	12	272	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7579411764705882	1.0	0.24205882352941174	0.21742647058823528	0.02463235294117647	0.7579411764705882	0.4712676218650848	not_available:272	not_available:272	not_available:272	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	13	244	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.8132786885245902	1.0	0.18672131147540982	0.08877049180327869	0.09795081967213114	0.8132786885245902	0.7097950819672132	not_available:244	not_available:244	not_available:244	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	14	179	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.6020670391061452	0.8589385474860335	0.25687150837988826	0.25687150837988826	0.0	0.6020670391061452	0.19175977653631282	not_available:179	not_available:179	not_available:179	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	15	161	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.8513250517598343	1.0	0.14867494824016564	0.08066252587991718	0.06801242236024845	0.8513250517598343	0.4177117668513807	not_available:161	not_available:161	not_available:161	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	16	148	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.7821171171171171	1.0	0.21788288288288288	0.09693693693693695	0.12094594594594593	0.7821171171171171	0.7821171171171171	not_available:148	not_available:148	not_available:148	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	17	98	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.97	1.0	0.030000000000000002	0.030000000000000002	0.0	0.97	0.97	not_available:98	not_available:98	not_available:98	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	18	97	B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.7723711340206185	0.8582474226804123	0.08587628865979381	0.08587628865979381	0.0	0.7723711340206185	0.7723711340206185	not_available:97	not_available:97	not_available:97	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	19	85	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.6645882352941177	1.0	0.33541176470588235	0.10305882352941177	0.23235294117647057	0.6645882352941177	0.6645882352941177	not_available:85	not_available:85	not_available:85	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	2	499	B Cell	Plasma Cell	Plasma Cell	raw_marker_winner	0.876499665998664	1.0	0.123500334001336	0.09263861055444222	0.030861723446893786	0.876499665998664	0.8508984635938545	not_available:499	not_available:499	not_available:499	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_10	B_lineage	20	68	B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.7150000000000001	1.0	0.285	0.09529411764705882	0.18970588235294114	0.7150000000000001	0.7150000000000001	not_available:68	not_available:68	not_available:68	marker_final_disagreement;screfmapping_missing_for_scope
