study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_10	B_lineage	0	Naive B Cell	1	533	0.9608090757929743	0.9608090757929743	1.0	0.056285178236397754	0.04362101313320825	0.099906191369606	0.900093808630394	0.900093808630394	0.0	1.0	0.6547842401500938	0.7711069418386491	0.7711069418386491	0.7711069418386491	2.1525722224588573	0.11444652908067542	0.058161350844277676	0.11632270168855535	0.05816135084427767	TNFRSF13B;MZB1	FCRL5;TBX21		0.0	0.0	0.0	0.0	0.0	0.900093808630394
vaccination_study_10	B_lineage	0	Plasma Cell	2	533	0.33901622782092566	0.33901622782092566	0.1125703564727955	0.5	0.32645403377110693	0.6	0.0	0.0	0.0	0.15572232645403378	0.054409005628517824	0.1125703564727955	0.0	0.1050656660412758	0.25729910927654104	0.9812382739212008	0.5866166353971232	0.9136960600375235	0.34896810506566606	MS4A1;CD79A;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_10	B_lineage	0	Plasmablast	3	533	0.33901622782092566	0.33901622782092566	0.2101313320825516	0.40896810506566605	0.3375703564727955	0.6	0.0	0.0	0.0	0.15572232645403378	0.054409005628517824	0.1050656660412758	0.1050656660412758	0.1050656660412758	0.6718224252906947	0.8198874296435272	0.4427767354596623	0.8911819887429644	0.4681050656660413	MS4A1;LST1	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_10	B_lineage	0	Memory B Cell	4	533	0.9316158363326388	0.9316158363326388	0.12195121951219512	0.39652908067542214	0.0	0.39652908067542214	0.0	0.0	0.0	1.0	0.43607611900294824	0.12195121951219512	0.001876172607879925	0.1125703564727955	0.6474552162294273	0.7898686679174484	0.43808630393996245	0.0	0.0	TCL1A;MZB1			0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_10	B_lineage	1	Naive B Cell	1	518	0.9648712929637348	0.9648712929637348	1.0	0.12424710424710424	0.052123552123552123	0.17637065637065635	0.8236293436293436	0.8236293436293436	0.0	1.0	0.6456150027578599	0.7548262548262549	0.7548262548262549	0.7548262548262549	2.107705952876189	0.25096525096525096	0.13127413127413126	0.138996138996139	0.0694980694980695	TNFRSF13B;MZB1	FCRL5;TBX21		0.0	0.0	0.0	0.0	0.0	0.8236293436293436
vaccination_study_10	B_lineage	1	Plasmablast	2	518	0.7311990907368819	0.7311990907368819	0.5393443904467317	0.41812741312741314	0.08383204633204633	0.5019594594594594	0.03738493098727225	0.03738493098727225	0.0	0.4420849420849421	0.17953667953667954	0.22393822393822393	0.22393822393822393	0.22393822393822393	1.365871770281135	0.8281853281853282	0.4700772200772201	0.222007722007722	0.11486486486486486	MS4A1;LST1	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.03738493098727225
vaccination_study_10	B_lineage	1	Plasma Cell	3	518	0.7311990907368819	0.7311990907368819	0.2413127413127413	0.5	0.1025096525096525	0.6	0.0	0.0	0.0	0.4420849420849421	0.17953667953667954	0.2413127413127413	0.0019305019305019305	0.22393822393822393	0.5275545111428797	0.9942084942084942	0.6132561132561133	0.28957528957528955	0.10424710424710425	MS4A1;CD79A;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_10	B_lineage	1	Memory B Cell	4	518	0.9474016543537286	0.9474016543537286	0.16988416988416988	0.4099034749034749	0.0	0.4099034749034749	0.0	0.0	0.0	1.0	0.45118587975730834	0.16988416988416988	0.007722007722007722	0.138996138996139	0.8826515172740953	0.7953667953667953	0.4893822393822394	0.0	0.0	TCL1A;MZB1			0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_10	B_lineage	10	Plasma Cell	1	282	0.9268064237755467	0.9268064237755467	1.0	0.0915839243498818	0.023581560283687943	0.11516548463356974	0.8848345153664303	0.8848345153664303	0.0	0.9290780141843972	0.32387706855791965	0.8900709219858156	0.0035460992907801418	0.6063829787234043	1.8894245980598605	0.19858156028368795	0.07328605200945626	0.0673758865248227	0.022458628841607566	MS4A1;CD79A;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.0	0.0	0.0	0.8848345153664303
vaccination_study_10	B_lineage	10	Plasmablast	2	282	0.9268064237755467	0.9268064237755467	0.7583257731056238	0.0772340425531915	0.02526595744680851	0.10250000000000001	0.6558257731056237	0.6558257731056237	0.0	0.9290780141843972	0.32387706855791965	0.2872340425531915	0.2872340425531915	0.2872340425531915	1.735430751996963	0.15602836879432624	0.08156028368794327	0.0673758865248227	0.03368794326241135	MS4A1;LST1	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.6558257731056237
