study	lineage	cluster	n_cells	chosen_label	cluster_marker_gene_assignment	cluster_marker_raw_winner	cluster_marker_assignment_reason	marker_assignment_score	marker_assignment_base_score	marker_assignment_penalty	negative_marker_penalty	confound_marker_penalty	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	feedback_flags
vaccination_study_01	B_lineage	0	2137	B Cell	Plasmablast	Plasmablast	raw_marker_winner	0.42373714094895426	0.7192386227770622	0.2955014818281079	0.24412104195913273	0.0513804398689752	0.6679457182966775	0.20220252917748294	Classical Monocyte:1672; Blood Cell:179; CD4 Naive / T Central Memory:153; Memory B Cell:125; NK Cell:3	not_available:1400; Memory B Cell:424; Naive B Cell:106; Plasma Cell:81; HSC:43	not_available:2137	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_01	B_lineage	1	1429	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.7232155353393982	1.0	0.2767844646606018	0.18654653603918825	0.09023792862141357	3.2749300209937022	2.8041112666200143	Naive B Cell:1378; Memory B Cell:47; B Cell:4	Naive B Cell:1114; Memory B Cell:233; not_available:82	not_available:1429	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	10	1064	B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.43226668408591995	0.980048638973138	0.547781954887218	0.4199154135338346	0.12786654135338343	0.9460526315789474	0.41322203771859134	Classical Monocyte:1060; CD4 Naive / T Central Memory:1; Memory B Cell:1; Conventional DC 2:1; Non-Classical Monocyte:1	not_available:696; Memory B Cell:261; Naive B Cell:27; Conventional DC 2:19; Conventional DC 1:16	not_available:1064	marker_final_disagreement;screfmapping_missing_for_scope
vaccination_study_01	B_lineage	11	1005	Memory B Cell	Memory B Cell	Naive B Cell	source_supported_marker_tiebreak	0.4817661691542289	1.0	0.5182338308457711	0.4374875621890547	0.08074626865671641	2.8893107893759185	2.0917237246993015	Memory B Cell:917; Naive B Cell:81; B Cell:7	Memory B Cell:920; Naive B Cell:73; not_available:12	not_available:1005	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	12	957	Memory B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.5260313479623824	1.0	0.47396865203761757	0.47396865203761757	0.0	3.1172539184952974	2.6242549634273766	Memory B Cell:857; B Cell:73; Naive B Cell:27	Memory B Cell:943; Naive B Cell:8; not_available:6	not_available:957	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	13	883	Memory B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.6531189127972821	1.0	0.346881087202718	0.346881087202718	0.0	3.250174405436014	2.958836361048335	Memory B Cell:866; Naive B Cell:8; B Cell:8; Plasma Cell:1	Memory B Cell:881; not_available:1; Naive B Cell:1	not_available:883	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	14	876	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.7671860730593607	1.0	0.23281392694063927	0.17642123287671233	0.05639269406392694	3.324720319634703	2.995268264840182	Naive B Cell:844; Memory B Cell:32	Naive B Cell:752; Memory B Cell:97; not_available:27	not_available:876	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	15	793	Memory B Cell	Memory B Cell	Memory B Cell	raw_marker_winner	0.5895132408575032	1.0	0.4104867591424968	0.4104867591424968	0.0	3.1895132408575035	2.7870526866402545	Memory B Cell:787; Naive B Cell:6	Memory B Cell:793	not_available:793	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	16	764	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.6996858638743455	1.0	0.30031413612565444	0.24841623036649216	0.051897905759162304	3.2868586387434555	3.1295287958115185	Naive B Cell:736; Memory B Cell:27; CD4 Naive / T Central Memory:1	Naive B Cell:730; Memory B Cell:23; not_available:11	not_available:764	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	17	755	Naive B Cell	Naive B Cell	Memory B Cell	source_supported_marker_tiebreak	0.4645299917565934	0.9455154222201696	0.4809854304635762	0.4809854304635762	0.0	2.2922847682119203	0.11941040559439964	Naive B Cell:423; Memory B Cell:294; NK Cell:13; CD4 Naive / T Central Memory:12; CD4 T Effector Memory:6	Memory B Cell:382; Naive B Cell:314; not_available:50; CD4 Naive / T Central Memory:5; Treg:4	not_available:755	screfmapping_missing_for_scope
vaccination_study_01	B_lineage	18	656	Naive B Cell	Naive B Cell	Naive B Cell	raw_marker_winner	0.8418978658536586	1.0	0.15810213414634144	0.07883384146341463	0.07926829268292683	3.345251524390244	1.9025685975609754	Naive B Cell:615; Memory B Cell:41	Memory B Cell:345; Naive B Cell:247; not_available:64	not_available:656	screfmapping_missing_for_scope
