study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_01	T_NK_lineage	0	CD4 Naive / T Central Memory	1	6453	0.7969263722598748	0.8819153881915388	1.0	0.1682062606539594	0.09752440725244071	0.2657306679064001	0.7342693320935999	0.7342693320935999	0.0	0.9885324655199133	0.6102587943592128	0.8819153881915388	0.5454827212149388	0.7926545792654579	1.4172194561468117	0.3491399349139935	0.16151402448473579	0.23121028978769564	0.1877421354408802	NKG7;GNLY;GZMB;PRF1	CD8A;CD8B		0.0	0.0	0.7855261118859446	0.6750348675034867	0.0	2.666145978614598
vaccination_study_01	T_NK_lineage	0	CD8 Naive / T Central Memory	2	6453	0.7934464865850245	0.8414690841469085	0.9576921931578968	0.1682062606539594	0.17984658298465828	0.34805284363861766	0.6096393495192791	0.6096393495192791	0.0	0.9837284983728498	0.5496668216333488	0.8414690841469085	0.4509530450953045	0.7926545792654579	1.223144411869151	0.3491399349139935	0.16151402448473579	0.39965907329924066	0.39965907329924066	NKG7;GNLY;GZMB;PRF1	CD4		0.0	0.0	0.11684487835115451	0.09174027584069425	0.0	0.8883314307218206
vaccination_study_01	T_NK_lineage	0	CD4 T Effector Memory	3	6453	0.6830146422130641	0.6830146422130641	0.5953819928715326	0.49354408802107547	0.1289690841469084	0.6	0.0	0.0	0.0	0.9504106617077328	0.4756702309003564	0.5953819928715326	0.11808461180846118	0.39965907329924066	0.9641421571265902	0.9184875251820859	0.6569037656903766	0.3491399349139935	0.16151402448473579	CCR7;TCF7;LEF1	NKG7;GNLY;GZMB;PRF1		0.0	0.0	0.21245932124593211	0.21199442119944212	0.0	0.5519293351929335
vaccination_study_01	T_NK_lineage	0	MAIT Cell	4	6453	0.7638918728881423	0.7638918728881423	0.640012397334573	0.09365876336587634	0.11073144273981093	0.20439020610568726	0.4356221912288858	0.4356221912288858	0.0	0.9225166589183326	0.5359057802572448	0.3200061986672865	0.3200061986672865	0.3200061986672865	0.6781974779791365	0.1896792189679219	0.09809390980939099	0.2931969626530296	0.15181569295934708	MS4A1;LST1	NKG7;GNLY;GZMB		0.0	0.0	0.029133736246706957	0.028358902835890282	0.0	0.5105950720595072
vaccination_study_01	T_NK_lineage	0	NKT Cell	5	6453	0.5109214372676549	0.6871222687122269	0.6871222687122269	0.09365876336587634	0.09752440725244071	0.19118317061831705	0.4959390980939099	0.4959390980939099	0.0	0.8344955834495583	0.37486440415310707	0.6871222687122269	0.28188439485510614	0.6023554935688827	0.7448109787341751	0.1896792189679219	0.09809390980939099	0.23121028978769564	0.1877421354408802	MS4A1;LST1	CD8A;CD8B		0.0	0.0	0.0	0.0	0.0	0.4959390980939099
vaccination_study_01	T_NK_lineage	0	CD8 Cytotoxic / T Effector Memory	6	6453	0.44929913995716064	0.44929913995716064	0.34526576785991014	0.4596482256314892	0.06295908879590888	0.522607314427398	0.0	0.0	0.0	0.797768479776848	0.26409140216671606	0.34402603440260343	0.17263288392995507	0.2384937238493724	0.5649157807310333	0.9200371920037193	0.5001549666821633	0.16054548272121494	0.09863629319696265	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A		0.0	0.0	0.22098248876491555	0.09545947621261429	0.0	0.4490314582364792
vaccination_study_01	T_NK_lineage	0	Treg	7	6453	0.7532373679173421	0.8177591817759182	0.5984987602665426	0.16790252595691926	0.3410506741050674	0.5089532000619866	0.08954556020455595	0.08954556020455595	0.0	0.8177591817759182	0.48043545637687896	0.8177591817759182	0.0	0.48043545637687896	1.012864419313954	0.34852006818534015	0.16120409112040912	0.831086316441965	0.6114985278165195	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7		0.0	0.0	0.12955214628854797	0.12536804587013792	0.0	0.4221970401363706
vaccination_study_01	T_NK_lineage	0	NK Cell	8	6453	0.1324439930467392	0.31814659848132654	0.31814659848132654	0.3942966062296606	0.09752440725244071	0.49182101348210133	0.0	0.0	0.0	0.42631334263133425	0.1282155586548892	0.31814659848132654	0.13342631334263133	0.2384937238493724	0.5732081234251254	0.7951340461800713	0.41884394855106155	0.23121028978769564	0.1877421354408802	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B		0.0	0.0	0.05873237253990392	0.06105687277235394	0.0	0.1550286688362002
vaccination_study_01	T_NK_lineage	0	gdT Cell	9	6453	0.6826207543116076	0.6826207543116076	0.22749108941577562	0.09365876336587634	0.11520223152022316	0.2088609948860995	0.018630094529676122	0.018630094529676122	0.0	0.741360607469394	0.3809855880985588	0.22749108941577562	0.03300790330079033	0.1875096854176352	0.5910630059555555	0.1896792189679219	0.09809390980939099	0.2882380288238029	0.19153881915388193	MS4A1;LST1	NKG7;GNLY		0.0	0.0	0.001239733457306679	0.0001549666821633349	0.0	0.020768634743530145
vaccination_study_01	T_NK_lineage	1	CD8 Cytotoxic / T Effector Memory	1	13257	0.8526370957766102	0.9916270649468205	1.0	0.28963604133665233	0.2557761937089839	0.5454122350456363	0.4545877649543637	0.4545877649543637	0.0	0.9990193859847628	0.7279241841359968	0.9916270649468205	0.8035754695632497	0.9828769706570114	1.5982862287248936	0.6340801086218602	0.22129818209247945	0.6373236780568756	0.4305272686128083	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A		0.0	0.0	0.7292750999471977	0.6821301953684846	0.0	2.303558120238365
