study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	NK Cell	terminal	3594	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	2.091437654947042	2.148308634584895	0.11374195927570578	1.0	1.0	1.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	T Cell	parent	3594	CD3D,CD3E,CD247,TRAC,LCK	CD3D,CD3E,TRAC	MS4A1,CD79A,LST1	0.705677552600558	0.7125732751541425	0.013791445107169018	1.0	0.18161261666952228	5.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD4 T Cell (ab)	parent	3594	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	0.14486677083199762	0.17822200837703167	0.06671047509006811	1.0	0.0	8.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD4 Naive / T Central Memory	terminal	3594	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	-1.317492061651078	0.14858254244842328	2.932149208199003	1.0	0.0	9.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD4 T Effector Memory	terminal	3594	CD3D,CD3E,CD4,IL7R,GZMK,CCL5,ANXA1,CXCR3,KLRB1	CD4,GZMK,CCL5	CCR7,TCF7,LEF1	0.7631324298893124	0.8442756995961372	0.16228653941364993	1.0	0.6001090554365451	4.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	Treg	terminal	3594	CD3D,CD3E,CD4,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18	IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	-1.0139409720920478	0.2472189558762176	2.522319855936531	0.6666666666666666	0.0	10.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD8 T Cell (ab)	parent	3594	CD3D,CD3E,TRAC,CD8A,CD8B	CD3D,CD3E,CD8A	CD4,MS4A1,LST1	0.15121464738983365	0.15667567873870128	0.010922062697735197	1.0	0.0	11.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD8 Naive / T Central Memory	terminal	3594	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	-1.2922836566987819	0.17379094740071943	2.932149208199003	1.0	0.0	12.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD8 Cytotoxic / T Effector Memory	terminal	3594	CD3D,CD3E,CD8A,CD8B,NKG7,GNLY,PRF1,GZMB,GZMH,CCL5,CST7	CD8A,NKG7,GNLY	CCR7,TCF7,LEF1,MS4A1	1.6944790832434875	1.7580067322767032	0.12705529806643112	1.0	0.8861714694101318	2.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	ydT Cell	terminal	3594	CD3D,CD3E,TRDC,TRGC1,TRGC2,TRDV2	TRDC,TRGC1,TRGC2	MS4A1,LST1	0.2145397946959943	0.22106145757665618	0.01304332576132378	1.0	0.0676824200444379	7.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	MAIT Cell	terminal	3594	CD3D,CD3E,TRAV1-2,KLRB1,DPP4,IL7R	KLRB1	MS4A1,LST1	0.45545526591021285	0.4619769287908747	0.01304332576132378	0.5	0.16271975853954646	6.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	NKT Cell	terminal	3594	CD3D,CD3E,TRAC,NKG7,GNLY,KLRD1,ZBTB16	CD3D,NKG7,ZBTB16	MS4A1,LST1	1.611950789208736	1.6184724520893978	0.01304332576132378	1.0	0.8531450780536257	3.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	NK Cell	terminal	3197	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	-0.3332368350656826	0.11451409598314319	0.8955018620976515	1.0	0.036207114353651	12.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	T Cell	parent	3197	CD3D,CD3E,CD247,TRAC,LCK	CD3D,CD3E,TRAC	MS4A1,CD79A,LST1	1.3051966711740504	1.3209136444346996	0.031433946521298856	1.0	0.7443532863338597	6.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	CD4 T Cell (ab)	parent	3197	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	1.3760341990341756	1.4927116466772938	0.2333548952862364	1.0	0.9574766055192867	2.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	CD4 Naive / T Central Memory	terminal	3197	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	0.9475151122772287	1.0450090353474752	0.1949878461404931	1.0	0.8204740069988179	5.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	CD4 T Effector Memory	terminal	3197	CD3D,CD3E,CD4,IL7R,GZMK,CCL5,ANXA1,CXCR3,KLRB1	CD4,GZMK,CCL5	CCR7,TCF7,LEF1	0.8547487944552024	1.163313982715465	0.6171303765205258	1.0	0.682284012226057	8.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	Treg	terminal	3197	CD3D,CD3E,CD4,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18	IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.41328806265219137	0.5404491460263673	0.2543221667483519	0.6666666666666666	0.9369235887475384	3.0
