study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Plasmacytoid DC	terminal	18	LILRA4,TCF4,IRF7,GZMB,SPIB	LILRA4,TCF4	CD3D,MS4A1	0.46141915453804866	0.6431333118014866	0.3634283145268758	0.5	0.9161241279024531	1.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Conventional DC 2	terminal	18	HLA-DRA,CD74		LILRA4	2.0879888667000666	2.1360430320103965	0.09610833062065972	0.0	0.775453637715947	2.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	DC	parent	18	HLA-DRA,CD74	HLA-DRA,CD74	CD3D,MS4A1	1.9543288747469585	2.1360430320103965	0.3634283145268758	1.0	0.7379302902262602	3.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Myeloid Cell	parent	18	LST1,TYROBP,FCER1G	LST1	CD3D,CD79A,MS4A1,NKG7	1.5303043167072312	1.5426857614958724	0.0247628895772828	0.5	1.0	1.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Monocyte	parent	18	LST1,FCGR3A	LST1	CD3D,MS4A1	0.26626340713765884	0.26626340713765884	0.0	0.5	1.0	2.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Classical Monocyte	terminal	18	LST1,CTSS,LGALS3		FCGR3A	2.1549134822907274	2.226753104616095	0.14367924465073478	0.0	1.0	3.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:10	Plasmacytoid DC	terminal	5	LILRA4,TCF4,IRF7,GZMB,SPIB	LILRA4,TCF4	CD3D,MS4A1	0.3906583929061889	0.5198201560974121	0.25832352638244627	0.5	0.7336832800899179	1.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:10	Intermediate Monocyte	terminal	5	LST1,HLA-DRA,CD74	HLA-DRA	NKG7	1.143165397644043	1.143165397644043	0.0	0.3333333333333333	0.6498527595537508	2.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:10	Conventional DC 2	terminal	5	HLA-DRA,CD74		LILRA4	1.7147480964660644	1.7147480964660644	0.0	0.0	0.5937215830860142	3.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:2	Classical Monocyte	terminal	18	LST1,CTSS,LGALS3		FCGR3A	1.0045069831388966	1.0045069831388966	0.0	0.0	0.4508044016730971	1.0
