study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Myeloid Cell	parent	18	LST1,TYROBP,FCER1G	LST1	CD3D,CD79A,MS4A1,NKG7	-0.1649248649676641	0.0	0.3298497299353282	0.5	0.00038164179673024786	12.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Monocyte	parent	18	LST1,FCGR3A	LST1	CD3D,MS4A1	-0.1817141572634379	0.0	0.3634283145268758	0.5	0.05432130835494046	11.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Classical Monocyte	terminal	18	LST1,CTSS,LGALS3		FCGR3A	0.4931870698928833	0.4931870698928833	0.0	0.0	0.0	13.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Non-Classical Monocyte	terminal	18	FCGR3A,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,CX3CR1		0.05274702707926432	0.05274702707926432	0.0	0.6666666666666666	0.12235536101225576	6.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Intermediate Monocyte	terminal	18	LST1,HLA-DRA,CD74	HLA-DRA	NKG7	1.17581170797348	1.4240286880069306	0.4964339600669013	0.3333333333333333	0.6703471188167476	4.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Granulocyte	parent	18			CD3D,MS4A1	-0.1817141572634379	0.0	0.3634283145268758	0.0	0.09051705230247178	9.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Neutrophil	terminal	18	CXCR2,NAMPT		CD3D,MS4A1,CD79A	-0.0751372531608299	0.062023573451571994	0.2743216532248038	0.0	0.0	14.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Eosinophil	terminal	18	IL5RA		CD3D,MS4A1	-0.1817141572634379	0.0	0.3634283145268758	0.0	0.09051705230247178	10.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Basophil	terminal	18			CD3D,MS4A1,LST1	-0.12114277150895861	0.0	0.24228554301791722	0.0	0.12203223784883607	7.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Mast Cell	terminal	18			CD3D,MS4A1,LST1	-0.12114277150895861	0.0	0.24228554301791722	0.0	0.12203223784883607	8.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	DC	parent	18	HLA-DRA,CD74	HLA-DRA,CD74	CD3D,MS4A1	1.9543288747469585	2.1360430320103965	0.3634283145268758	1.0	0.7379302902262602	3.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Plasmacytoid DC	terminal	18	LILRA4,TCF4,IRF7,GZMB,SPIB	LILRA4,TCF4	CD3D,MS4A1	0.46141915453804866	0.6431333118014866	0.3634283145268758	0.5	0.9161241279024531	1.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Conventional DC 1	terminal	18	BATF3,CADM1,IRF8,C1orf54	BATF3		0.06131873197025723	0.06131873197025723	0.0	0.3333333333333333	0.21928028108166933	5.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:0	Conventional DC 2	terminal	18	HLA-DRA,CD74		LILRA4	2.0879888667000666	2.1360430320103965	0.09610833062065972	0.0	0.775453637715947	2.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Myeloid Cell	parent	18	LST1,TYROBP,FCER1G	LST1	CD3D,CD79A,MS4A1,NKG7	1.5303043167072312	1.5426857614958724	0.0247628895772828	0.5	1.0	1.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Monocyte	parent	18	LST1,FCGR3A	LST1	CD3D,MS4A1	0.26626340713765884	0.26626340713765884	0.0	0.5	1.0	2.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Classical Monocyte	terminal	18	LST1,CTSS,LGALS3		FCGR3A	2.1549134822907274	2.226753104616095	0.14367924465073478	0.0	1.0	3.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Non-Classical Monocyte	terminal	18	FCGR3A,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,CX3CR1		0.5502312812540266	0.5502312812540266	0.0	0.6666666666666666	1.0	4.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Intermediate Monocyte	terminal	18	LST1,HLA-DRA,CD74	HLA-DRA	NKG7	1.6356557999496106	1.6851815791041762	0.0990515583091312	0.3333333333333333	0.9590232335392005	8.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Granulocyte	parent	18			CD3D,MS4A1	0.0	0.0	0.0	0.0	1.0	5.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Neutrophil	terminal	18	CXCR2,NAMPT		CD3D,MS4A1,CD79A	1.2019066115220387	1.2019066115220387	0.0	0.0	1.0	6.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Eosinophil	terminal	18	IL5RA		CD3D,MS4A1	0.0	0.0	0.0	0.0	1.0	7.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Basophil	terminal	18			CD3D,MS4A1,LST1	-0.06480792827076381	0.0	0.12961585654152763	0.0	0.6318630137266277	12.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Mast Cell	terminal	18			CD3D,MS4A1,LST1	-0.06480792827076381	0.0	0.12961585654152763	0.0	0.6318630137266277	13.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	DC	parent	18	HLA-DRA,CD74	HLA-DRA,CD74	CD3D,MS4A1	2.333348583843973	2.333348583843973	0.0	1.0	0.9216749937219338	9.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Plasmacytoid DC	terminal	18	LILRA4,TCF4,IRF7,GZMB,SPIB	LILRA4,TCF4	CD3D,MS4A1	0.3144705030653212	0.3144705030653212	0.0	0.5	0.5372497921643494	14.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Conventional DC 1	terminal	18	BATF3,CADM1,IRF8,C1orf54	BATF3		0.23901771505673727	0.23901771505673727	0.0	0.3333333333333333	0.8547448725221874	11.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:1	Conventional DC 2	terminal	18	HLA-DRA,CD74		LILRA4	2.3193070176574917	2.333348583843973	0.028083132372962102	0.0	0.8880831417766484	10.0
vaccination_study_06	Myeloid_lineage	Myeloid_lineage:2	Myeloid Cell	parent	18	LST1,TYROBP,FCER1G	LST1	CD3D,CD79A,MS4A1,NKG7	-0.16568240164606662	0.02422365656605473	0.3798121164242427	0.5	0.0	14.0
