study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	NK Cell	terminal	3594	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	2.091437654947042	2.148308634584895	0.11374195927570578	1.0	1.0	1.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	CD8 Cytotoxic / T Effector Memory	terminal	3594	CD3D,CD3E,CD8A,CD8B,NKG7,GNLY,PRF1,GZMB,GZMH,CCL5,CST7	CD8A,NKG7,GNLY	CCR7,TCF7,LEF1,MS4A1	1.6944790832434875	1.7580067322767032	0.12705529806643112	1.0	0.8861714694101318	2.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:0	NKT Cell	terminal	3594	CD3D,CD3E,TRAC,NKG7,GNLY,KLRD1,ZBTB16	CD3D,NKG7,ZBTB16	MS4A1,LST1	1.611950789208736	1.6184724520893978	0.01304332576132378	1.0	0.8531450780536257	3.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	MAIT Cell	terminal	3197	CD3D,CD3E,TRAV1-2,KLRB1,DPP4,IL7R	KLRB1	MS4A1,LST1	1.1591018204622032	1.179141978578167	0.04008031623192716	0.5	1.0	1.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	CD4 T Cell (ab)	parent	3197	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	1.3760341990341756	1.4927116466772938	0.2333548952862364	1.0	0.9574766055192867	2.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:1	Treg	terminal	3197	CD3D,CD3E,CD4,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18	IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.41328806265219137	0.5404491460263673	0.2543221667483519	0.6666666666666666	0.9369235887475384	3.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:10	CD8 Naive / T Central Memory	terminal	2674	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	0.8492353998033579	0.9956581040797047	0.29284540855269336	1.0	0.8107156961307411	1.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:10	CD4 Naive / T Central Memory	terminal	2674	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	0.8543916367557215	1.0008143410320682	0.29284540855269336	1.0	0.7849896609209833	2.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:10	Treg	terminal	2674	CD3D,CD3E,CD4,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18	IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.09408178126401837	0.24189077542290904	0.29561798831778135	0.6666666666666666	0.6847343101605057	3.0
vaccination_study_06	T_NK_lineage	T_NK_lineage:11	Treg	terminal	2598	CD3D,CD3E,CD4,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18	IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.4491709405362744	0.5199044669352421	0.1414670527979353	0.6666666666666666	0.9652728964361583	1.0
