study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_09	B_lineage	B_lineage:0	B Cell	parent	1689	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.1175939797401013	2.1737705594259378	0.11235315937167303	1.0	0.921525990617133	2.0
vaccination_study_09	B_lineage	B_lineage:0	Plasma Cell	terminal	1689	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	-0.39877824952305013	0.054226748285054555	0.9060099956162093	0.75	0.024839442816861294	4.0
vaccination_study_09	B_lineage	B_lineage:0	Plasmablast	terminal	1689	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	-0.2506739657821027	0.05100830541209179	0.603364542388389	0.6666666666666666	0.01863387878453065	5.0
vaccination_study_09	B_lineage	B_lineage:0	Naive B Cell	terminal	1689	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	1.23957322309649	1.2757623829656493	0.07237831973831918	0.3333333333333333	1.0	1.0
vaccination_study_09	B_lineage	B_lineage:0	Memory B Cell	terminal	1689	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.10813382302199213	0.5736514845656158	0.9310353230872473	1.0	0.28132465385687194	3.0
vaccination_study_09	B_lineage	B_lineage:1	B Cell	parent	1489	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.9306584702077172	1.9607103318991042	0.0601037233827737	1.0	0.7087564825491174	2.0
vaccination_study_09	B_lineage	B_lineage:1	Plasma Cell	terminal	1489	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	-0.3523850616677271	0.036659411363802366	0.778088946063059	0.75	0.15816943057940072	4.0
vaccination_study_09	B_lineage	B_lineage:1	Plasmablast	terminal	1489	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	-0.2253926625179411	0.034033740246168974	0.5188528055282201	0.6666666666666666	0.1301022136414375	5.0
vaccination_study_09	B_lineage	B_lineage:1	Naive B Cell	terminal	1489	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	1.0034496531525703	1.0300146095311016	0.053129912757062255	0.3333333333333333	0.8427142897583564	1.0
vaccination_study_09	B_lineage	B_lineage:1	Memory B Cell	terminal	1489	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.1336455760592251	0.4728836636089407	0.6784761750994311	1.0	0.31794472532003154	3.0
vaccination_study_09	B_lineage	B_lineage:2	B Cell	parent	1330	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.8420621744872228	1.8811377889039564	0.07815122883346744	1.0	0.6079164104608745	2.0
vaccination_study_09	B_lineage	B_lineage:2	Plasma Cell	terminal	1330	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	-0.33077878026772556	0.040464268673332714	0.7424860978821166	0.75	0.22026400454228168	4.0
vaccination_study_09	B_lineage	B_lineage:2	Plasmablast	terminal	1330	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	-0.21432976437818607	0.037209095254492425	0.503077719265357	0.6666666666666666	0.17887987440697956	5.0
vaccination_study_09	B_lineage	B_lineage:2	Naive B Cell	terminal	1330	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.977743730932805	1.0034972610906423	0.0515070603156747	0.3333333333333333	0.8147201859587021	1.0
