study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Myeloid Cell	parent	2850	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.524741103831613	2.5626290270027363	0.07577584634224574	1.0	0.739820899937179	6.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Monocyte	parent	2850	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.3067493510794024	2.3278947317450864	0.04229076133136861	1.0	0.9315789058444356	4.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Classical Monocyte	terminal	2850	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.507159528941439	2.5561242264822908	0.09792939508170412	1.0	0.9658391091295527	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Non-Classical Monocyte	terminal	2850	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	-0.7273183158763319	0.4701464078440304	2.394929447440725	1.0	0.042855151991082766	12.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Intermediate Monocyte	terminal	2850	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.11655098051007	2.1443901651470285	0.055678369273916326	1.0	0.7752923565006948	5.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Granulocyte	parent	2850	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.1649234562746265	2.196641527273153	0.06343614199705291	1.0	0.9903211148066134	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Neutrophil	terminal	2850	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.4950828863270798	1.5210023397590682	0.051838906863976644	1.0	0.9793291069824036	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Eosinophil	terminal	2850	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.6381303961486148	0.03725840302517539	1.3507775983475803	1.0	0.04248570179789609	13.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Basophil	terminal	2850	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	-0.3296510433342025	0.0025218655393834696	0.6643458177471719	0.6666666666666666	0.6350400470331194	8.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Mast Cell	terminal	2850	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.33217290887358597	0.0	0.6643458177471719	0.6666666666666666	0.6460524927973118	7.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	DC	parent	2850	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	0.5215597979855119	1.1969485971593021	1.3507775983475803	1.0	0.2443853568457896	9.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Plasmacytoid DC	terminal	2850	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD3D,MS4A1,CD1C,FCN1,S100A8	-0.5893980521241526	0.03182060395565846	1.242437312159622	1.0	0.0	14.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Conventional DC 1	terminal	2850	CLEC9A,XCR1,BATF3,CADM1,IRF8,C1orf54	CLEC9A,XCR1,BATF3	CD1C,FCER1A,CLEC4C,S100A8	-0.4575146885965652	0.03808034691197133	0.9911900710170729	1.0	0.052946545804355566	11.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Conventional DC 2	terminal	2850	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	0.18829823451171146	1.2046726498408626	2.032748830658302	1.0	0.218162112729146	10.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Myeloid Cell	parent	2800	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.3810091803143068	2.397842945584229	0.03366753053984472	1.0	0.5832854093187927	7.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Monocyte	parent	2800	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.0923636253537983	2.1005098907619106	0.01629253081622578	1.0	0.7198901918201936	6.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Classical Monocyte	terminal	2800	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.194641796156232	2.238406055077378	0.08752851784229279	1.0	0.7615525562040799	5.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Non-Classical Monocyte	terminal	2800	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	-0.5829914828372142	0.4469663717242934	2.0599157091230156	1.0	0.11652096216268493	14.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Intermediate Monocyte	terminal	2800	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	1.9122749211710122	1.9286032598643077	0.032656677386590414	1.0	0.5301322596341583	8.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Granulocyte	parent	2800	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	1.8917892001090306	1.9040085982211998	0.024438796224338668	1.0	0.8219693861793361	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Neutrophil	terminal	2800	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.339787651921312	1.3493776534142947	0.019180002985965637	1.0	0.8341870743984814	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Eosinophil	terminal	2800	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.5666875416544223	0.019221845456532067	1.1718187742219084	1.0	0.1770823653492976	11.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Basophil	terminal	2800	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	-0.2982312489017135	0.0017738487890788487	0.6000101953815846	0.6666666666666666	0.7670921879996682	4.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Mast Cell	terminal	2800	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.3000050976907923	0.0	0.6000101953815846	0.6666666666666666	0.7757318320424507	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	DC	parent	2800	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	0.49654978423246315	1.0824591713434175	1.1718187742219084	1.0	0.22887961811486124	9.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Plasmacytoid DC	terminal	2800	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD3D,MS4A1,CD1C,FCN1,S100A8	-0.5149999686780633	0.019568344083975772	1.0691366255240782	1.0	0.17417717873850305	12.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Conventional DC 1	terminal	2800	CLEC9A,XCR1,BATF3,CADM1,IRF8,C1orf54	CLEC9A,XCR1,BATF3	CD1C,FCER1A,CLEC4C,S100A8	-0.4072955362614067	0.029669702060165858	0.873930476643145	1.0	0.12977532774802572	13.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Conventional DC 2	terminal	2800	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	0.2008154785003336	1.0879618002190476	1.7742926434374282	1.0	0.227135260462759	10.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Myeloid Cell	parent	2547	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.5917030472423943	2.624798995071549	0.066191895658309	1.0	0.8127477794226897	4.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Monocyte	parent	2547	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	1.7078262281454177	1.7176311981160493	0.019609939941263466	1.0	0.34019034550925353	9.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Classical Monocyte	terminal	2547	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	1.0296180838588107	1.4783659474225805	0.89749572712754	1.0	0.0	10.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Non-Classical Monocyte	terminal	2547	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	1.3656652310058455	1.6468534763902911	0.5623764907688921	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Intermediate Monocyte	terminal	2547	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	1.911598648074924	1.9423100365177843	0.06142277688571973	1.0	0.529320636489079	8.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Granulocyte	parent	2547	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	0.5582240581553405	0.5729315131112881	0.0294149099118952	1.0	0.0	11.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Neutrophil	terminal	2547	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	0.4472462223249648	0.46152222528029857	0.028552005910667477	1.0	0.0	12.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Eosinophil	terminal	2547	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.12988930846045366	0.0008236133542115145	0.2614258436293303	1.0	1.0	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Basophil	terminal	2547	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	-0.5149283392667117	0.025117185621763335	1.0800910497769496	0.6666666666666666	0.0	13.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Mast Cell	terminal	2547	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.5399569625076613	8.856238081355071e-05	1.0800910497769496	0.6666666666666666	0.0	14.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	DC	parent	2547	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	1.116489968656667	1.247202890471332	0.2614258436293303	1.0	0.6132308873065263	7.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Plasmacytoid DC	terminal	2547	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD3D,MS4A1,CD1C,FCN1,S100A8	-0.1622578034134693	0.06006480512465769	0.444645217076254	1.0	1.0	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Conventional DC 1	terminal	2547	CLEC9A,XCR1,BATF3,CADM1,IRF8,C1orf54	CLEC9A,XCR1,BATF3	CD1C,FCER1A,CLEC4C,S100A8	-0.014752330623899607	0.0771571678175163	0.18381899688283182	1.0	0.7303154592922058	6.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:2	Conventional DC 2	terminal	2547	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	0.9787944923769919	1.2483434680965835	0.5390979514391834	1.0	0.7848395467666167	5.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Myeloid Cell	parent	2519	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.5647849249628005	2.584051582902232	0.0385333158788628	1.0	0.7834318044155468	5.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Monocyte	parent	2519	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.450485079031558	2.4586836598048323	0.016397161546547894	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Classical Monocyte	terminal	2519	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.600103991302104	2.6451510119356536	0.09009404126710009	1.0	1.0	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Non-Classical Monocyte	terminal	2519	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	-0.8776700031123212	0.4262772895079276	2.6078945852404978	1.0	0.0	11.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Intermediate Monocyte	terminal	2519	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.1000952583836137	2.1184521600479833	0.03671380332873835	1.0	0.7555431678606557	6.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Granulocyte	parent	2519	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.3453219031213344	2.3575337470204834	0.02442368779829827	1.0	1.0	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Neutrophil	terminal	2519	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.6517185179017058	1.6613489344146208	0.01926083302583047	1.0	1.0	4.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Eosinophil	terminal	2519	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.6644507728218322	0.06028063828720843	1.4494628222180814	1.0	0.0	12.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Basophil	terminal	2519	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	-0.3044169002903096	0.0013977844405619103	0.6116293694617431	0.6666666666666666	0.741094929777883	8.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Mast Cell	terminal	2519	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.30581468473087153	0.0	0.6116293694617431	0.6666666666666666	0.7523114194951532	7.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	DC	parent	2519	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	0.36132372409968966	1.0860551352087304	1.4494628222180814	1.0	0.14504200096137196	9.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Plasmacytoid DC	terminal	2519	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD3D,MS4A1,CD1C,FCN1,S100A8	-0.6336312303417074	0.021338423797386975	1.3099393082781885	1.0	0.0	13.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Conventional DC 1	terminal	2519	CLEC9A,XCR1,BATF3,CADM1,IRF8,C1orf54	CLEC9A,XCR1,BATF3	CD1C,FCER1A,CLEC4C,S100A8	-0.5090190734454481	0.031556930016852947	1.081152006924602	1.0	0.0	14.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:3	Conventional DC 2	terminal	2519	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	-0.008542848952322612	1.0888858448146623	2.1948573875339696	1.0	0.07705404424596235	10.0
