study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Granulocyte	parent	2850	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.1649234562746265	2.196641527273153	0.06343614199705291	1.0	0.9903211148066134	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Neutrophil	terminal	2850	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.4950828863270798	1.5210023397590682	0.051838906863976644	1.0	0.9793291069824036	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:0	Classical Monocyte	terminal	2850	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.507159528941439	2.5561242264822908	0.09792939508170412	1.0	0.9658391091295527	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Neutrophil	terminal	2800	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.339787651921312	1.3493776534142947	0.019180002985965637	1.0	0.8341870743984814	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Granulocyte	parent	2800	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	1.8917892001090306	1.9040085982211998	0.024438796224338668	1.0	0.8219693861793361	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:1	Mast Cell	terminal	2800	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.3000050976907923	0.0	0.6000101953815846	0.6666666666666666	0.7757318320424507	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:10	Neutrophil	terminal	1465	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.5064949176620706	1.515338561769503	0.01768728821486472	1.0	0.9899950197530694	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:10	Granulocyte	parent	1465	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.111205718490858	2.122400399330533	0.02238936167935056	1.0	0.9572111192286096	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:10	Mast Cell	terminal	1465	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.26192978172307674	0.0	0.5238595634461535	0.6666666666666666	0.9292263234203508	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:11	Myeloid Cell	parent	1415	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.763639275506929	2.7944008460482945	0.06152314108273166	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:11	DC	parent	1415	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	2.2682967329895822	2.5142608731879785	0.4919282803967929	1.0	1.0	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:11	Conventional DC 2	terminal	1415	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	2.295187437947668	2.730134282337482	0.869893688779627	1.0	1.0	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:12	Myeloid Cell	parent	1359	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.575337071421284	2.6059521634496248	0.06123018405668169	1.0	0.7949239307472237	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:12	Conventional DC 2	terminal	1359	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	0.9327760014353149	1.3939212726514538	0.9222905424322777	1.0	0.7518505982350598	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:12	Eosinophil	terminal	1359	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.2733097891561067	0.0077820373423578455	0.5621836529969292	1.0	0.729799175533471	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:13	Mast Cell	terminal	1122	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.28423905194655674	0.0	0.5684781038931135	0.6666666666666666	0.8392901009903456	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:13	Basophil	terminal	1122	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	-0.28288471444299085	0.001354337503565824	0.5684781038931135	0.6666666666666666	0.8315911055863388	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:13	Neutrophil	terminal	1122	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.306427943090279	1.3168956992602106	0.020935512339863405	1.0	0.8030084232011582	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:14	Monocyte	parent	1076	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.376042161483082	2.3968503825283407	0.041616442090516646	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:14	Classical Monocyte	terminal	1076	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.5594188872392403	2.642981129120274	0.1671244837620666	1.0	1.0	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:14	Granulocyte	parent	1076	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.1806265032784427	2.211662265987977	0.0620715254190686	1.0	1.0	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:15	Eosinophil	terminal	804	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.07270003776150952	0.0014872462743550391	0.1483745680717291	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:15	Basophil	terminal	804	CPA3,HDC,GATA2,IL3RA,KIT	CPA3,HDC	CD3D,MS4A1,LST1	0.1287907114348206	0.1937317295009224	0.12988203613220362	0.6666666666666666	1.0	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:15	Mast Cell	terminal	804	TPSAB1,CPA3,KIT,HDC	TPSAB1,CPA3	CD3D,MS4A1,LST1	-0.06494101806610181	0.0	0.12988203613220362	0.6666666666666666	1.0	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:16	Neutrophil	terminal	768	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.3698518514995361	1.384439469910123	0.02917523682117462	1.0	0.8622856767251351	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:16	Granulocyte	parent	768	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	1.947311139413311	1.9659907948613788	0.03735931089613587	1.0	0.8561914372315752	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:16	Classical Monocyte	terminal	768	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.226913738704752	2.275183627352817	0.09653977729612961	1.0	0.7826480756189007	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:17	Non-Classical Monocyte	terminal	459	FCGR3A,MS4A7,CX3CR1,LST1,IFITM3,RHOC	FCGR3A,MS4A7,CX3CR1	S100A8,S100A9,VCAN,CD1C	1.1479299757129138	1.4789544595655704	0.6620489677053132	1.0	1.0	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:17	Conventional DC 2	terminal	459	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	1.2481721324566144	1.5541397784400353	0.6119352919668414	1.0	0.977946381047678	2.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:17	Eosinophil	terminal	459	CLC,RNASE2,RNASE3,PRG2,IL5RA	CLC,RNASE2,RNASE3	S100A8,CD3D,MS4A1	-0.1541067840746545	0.00612763696246677	0.32046884207424253	1.0	0.9543748434971362	3.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:18	Granulocyte	parent	418	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.0054478053556104	2.021740473949453	0.032585337187684894	1.0	0.8920251270272584	1.0
vaccination_study_09	Myeloid_lineage	Myeloid_lineage:18	Neutrophil	terminal	418	S100A8,S100A9,FCGR3B,CSF3R,CXCR2,NAMPT	S100A8,S100A9,FCGR3B	CD3D,MS4A1,CD79A	1.399327818666729	1.4131762384417712	0.02769683955008523	1.0	0.8898345052735046	2.0
