study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	Myeloid_lineage	0	Classical Monocyte	1	2801	0.8777150614461274	1.0	1.0	0.0	1.0	0.9289539450196358	1.0	0.0	0.9289539450196358	1.0081250920047184	0.9996429846483399	0.9996429846483399	0.0	3.5990717600856836
vaccination_study_09	Myeloid_lineage	0	Intermediate Monocyte	2	2801	0.7900114318376679	0.997143877186719	0.997143877186719	0.0	0.997143877186719	0.6910032131381649	0.997143877186719	0.0	0.6910032131381649	0.998402832658692	0.0649767940021421	0.0	0.0	1.1011067475901464
vaccination_study_09	Myeloid_lineage	0	Non-Classical Monocyte	3	2801	0.795427264932838	0.9289539450196358	0.9289539450196358	0.0	0.9289539450196358	0.28454123527311675	0.9289539450196358	0.0	0.28454123527311675	0.9699396239862449	0.0021420921099607284	0.0010710460549803642	0.0	0.9334523384505533
vaccination_study_09	Myeloid_lineage	0	Conventional DC 1	4	2801	0.49054372677907976	0.49054372677907976	0.49054372677907976	0.0	0.00785433773652267	0.0026181125788408903	0.00785433773652267	0.0	0.0026181125788408903	0.20530528801740994	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	0	Conventional DC 2	5	2801	0.47718991140325806	0.47718991140325806	0.47718991140325806	0.0	0.02070689039628704	0.0069022967987623475	0.02070689039628704	0.0	0.0069022967987623475	0.20513344292150312	0.0003570153516601214	0.0003570153516601214	0.0	0.4781181513175744
vaccination_study_09	Myeloid_lineage	0	Plasmacytoid DC	6	2801	0.4380251500428694	0.4380251500428694	0.4380251500428694	0.0	0.07533023920028561	0.019189575151731524	0.07533023920028561	0.0	0.019189575151731524	0.3402019372132457	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	1	Classical Monocyte	1	2525	0.9628465275793083	1.0	1.0	0.0	1.0	0.9842376237623762	1.0	0.0	0.9842376237623762	1.0081250920047184	1.0	0.9992079207920792	0.0	3.5992079207920793
vaccination_study_09	Myeloid_lineage	1	Intermediate Monocyte	2	2525	0.862710774507002	1.0	1.0	0.0	1.0	0.7894059405940594	1.0	0.0	0.7894059405940594	1.0012341670606508	0.05702970297029703	0.0	0.0	1.0912475247524753
vaccination_study_09	Myeloid_lineage	1	Non-Classical Monocyte	3	2525	0.8462167762217776	0.9746534653465346	0.9746534653465346	0.0	0.9746534653465346	0.3213861386138614	0.9746534653465346	0.0	0.3213861386138614	1.0171472381587345	0.0	0.0	0.0	0.9746534653465346
vaccination_study_09	Myeloid_lineage	1	Conventional DC 1	4	2525	0.49054372677907976	0.49054372677907976	0.49054372677907976	0.0	0.011881188118811881	0.0039603960396039604	0.011881188118811881	0.0	0.0039603960396039604	0.25160964776119055	0.0	0.0	0.0	0.49054372677907976
