study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_09	B_lineage	B_lineage:0	Naive B Cell	terminal	1689	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	1.23957322309649	1.2757623829656493	0.07237831973831918	0.3333333333333333	1.0	1.0
vaccination_study_09	B_lineage	B_lineage:0	B Cell	parent	1689	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.1175939797401013	2.1737705594259378	0.11235315937167303	1.0	0.921525990617133	2.0
vaccination_study_09	B_lineage	B_lineage:0	Memory B Cell	terminal	1689	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.10813382302199213	0.5736514845656158	0.9310353230872473	1.0	0.28132465385687194	3.0
vaccination_study_09	B_lineage	B_lineage:1	Naive B Cell	terminal	1489	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	1.0034496531525703	1.0300146095311016	0.053129912757062255	0.3333333333333333	0.8427142897583564	1.0
vaccination_study_09	B_lineage	B_lineage:1	B Cell	parent	1489	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.9306584702077172	1.9607103318991042	0.0601037233827737	1.0	0.7087564825491174	2.0
vaccination_study_09	B_lineage	B_lineage:1	Memory B Cell	terminal	1489	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.1336455760592251	0.4728836636089407	0.6784761750994311	1.0	0.31794472532003154	3.0
vaccination_study_09	B_lineage	B_lineage:10	Naive B Cell	terminal	543	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.9896789277335859	1.0130075801206055	0.046657304774039066	0.3333333333333333	0.827717779869317	1.0
vaccination_study_09	B_lineage	B_lineage:10	B Cell	parent	543	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.895189916570464	1.92133153831918	0.05228324349743227	1.0	0.6683862675580751	2.0
vaccination_study_09	B_lineage	B_lineage:10	Memory B Cell	terminal	543	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.132147033096218	0.46093583043128944	0.6575775946701429	1.0	0.31579368731351565	3.0
vaccination_study_09	B_lineage	B_lineage:11	Naive B Cell	terminal	512	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	1.0260264240704209	1.0478309861417594	0.04360912414267659	0.3333333333333333	0.8673007046370792	1.0
vaccination_study_09	B_lineage	B_lineage:11	B Cell	parent	512	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.938772002702795	1.9688989517910938	0.06025389817659743	1.0	0.7179912840161576	2.0
vaccination_study_09	B_lineage	B_lineage:11	Memory B Cell	terminal	512	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.09801082472867248	0.4633842209269377	0.7307467923965305	1.0	0.266793903250209	3.0
vaccination_study_09	B_lineage	B_lineage:12	B Cell	parent	489	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.187978812154103	2.220992963355151	0.06602830240209653	1.0	1.0	1.0
vaccination_study_09	B_lineage	B_lineage:12	Memory B Cell	terminal	489	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.6103590268127137	0.7250906696969369	0.2294632857684465	1.0	1.0	2.0
vaccination_study_09	B_lineage	B_lineage:12	Naive B Cell	terminal	489	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.7828971049386044	0.9835867173762965	0.4013792248753844	0.3333333333333333	0.6025295231821662	3.0
vaccination_study_09	B_lineage	B_lineage:13	Naive B Cell	terminal	446	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.9814711237040286	1.0117933610591425	0.060644474710227846	0.3333333333333333	0.818779368089872	1.0
vaccination_study_09	B_lineage	B_lineage:13	B Cell	parent	446	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.8823183278250704	1.9191204534937831	0.0736042513374256	1.0	0.6537358589103978	2.0
vaccination_study_09	B_lineage	B_lineage:13	Memory B Cell	terminal	446	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.10957528942952194	0.4592268610433126	0.6993031432275815	1.0	0.2833937630544424	3.0
vaccination_study_09	B_lineage	B_lineage:14	B Cell	parent	438	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.188747916878514	2.2217120632811143	0.06592829280520139	1.0	1.0	1.0
vaccination_study_09	B_lineage	B_lineage:14	Memory B Cell	terminal	438	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.6832752090833552	0.7492618829370683	0.13197334770742616	1.0	1.0	2.0
vaccination_study_09	B_lineage	B_lineage:14	Naive B Cell	terminal	438	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.7260380296097758	0.944603629599812	0.4371311999800724	0.3333333333333333	0.5406092060233553	3.0
vaccination_study_09	B_lineage	B_lineage:15	Naive B Cell	terminal	374	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.975079765715519	1.0149796994202367	0.07979986740943582	0.3333333333333333	0.811819091099167	1.0
vaccination_study_09	B_lineage	B_lineage:15	B Cell	parent	374	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.8846302049318464	1.9176518455819376	0.06604328130018265	1.0	0.6563672313872103	2.0
vaccination_study_09	B_lineage	B_lineage:15	Memory B Cell	terminal	374	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.09705241142573379	0.4606350554994547	0.7271652881474419	1.0	0.2654181779680759	3.0
vaccination_study_09	B_lineage	B_lineage:16	Memory B Cell	terminal	289	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.6064776233642046	0.6726549571885669	0.1323546676487246	1.0	0.9966571343461741	1.0
vaccination_study_09	B_lineage	B_lineage:16	B Cell	parent	289	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.0573042007038866	2.098916717496062	0.08322503358435053	1.0	0.8529043217905236	2.0
vaccination_study_09	B_lineage	B_lineage:16	Naive B Cell	terminal	289	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.7922702500476027	0.8709746563841196	0.15740881267303414	0.3333333333333333	0.6127370074679767	3.0
vaccination_study_09	B_lineage	B_lineage:17	Naive B Cell	terminal	270	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.9657955037590896	0.995918909267143	0.060246811016106315	0.3333333333333333	0.8017084017922637	1.0
vaccination_study_09	B_lineage	B_lineage:17	B Cell	parent	270	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	1.8942749330606412	1.9248462079063293	0.06114254969137686	1.0	0.6673448357200988	2.0
vaccination_study_09	B_lineage	B_lineage:17	Memory B Cell	terminal	270	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,MZB1	0.1149636227574814	0.45645093253565955	0.6829746195563564	1.0	0.2911282825619502	3.0
vaccination_study_09	B_lineage	B_lineage:18	Naive B Cell	terminal	254	MS4A1,CD79A,CD79B,TCL1A,FCER2,IL4R,BANK1	TCL1A	CD27,TNFRSF13B,MZB1	0.9980204549227308	1.0309738855058885	0.06590686116631575	0.3333333333333333	0.8368018180136872	1.0
