study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_04	B_lineage	B_lineage:0	Plasmablast	terminal	12	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,MKI67	MZB1,XBP1,JCHAIN	LST1	1.4558451629820326	1.528504754815783	0.14531918366750082	1.0	0.5332060478650429	1.0
vaccination_study_04	B_lineage	B_lineage:0	Memory B Cell	terminal	12	CD79A,CD79B,FCRL5,ITGAX,AIM2,BANK1,CD86	FCRL5	TCL1A,IGHD,IGHM,MZB1,JCHAIN	-0.3170437766682534	0.3996342466700644	1.4333560466766355	0.3333333333333333	0.5060927248325299	2.0
vaccination_study_04	B_lineage	B_lineage:0	Plasma Cell	terminal	12	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,IGHA1	MZB1,XBP1,PRDM1,JCHAIN	CD79A,LST1	1.4428448340012914	1.7601344447050777	0.6345792214075724	1.0	0.49647887485610526	3.0
vaccination_study_04	B_lineage	B_lineage:1	Plasma Cell	terminal	10	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,IGHA1	MZB1,XBP1,PRDM1,JCHAIN	CD79A,LST1	2.015693015073027	2.356585373197283	0.6817847162485122	1.0	0.8298829704713543	1.0
vaccination_study_04	B_lineage	B_lineage:1	Plasmablast	terminal	10	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,MKI67	MZB1,XBP1,JCHAIN	LST1	1.3966333082744053	1.6250302723475865	0.4567939281463623	1.0	0.4818599365106261	2.0
vaccination_study_04	B_lineage	B_lineage:1	Memory B Cell	terminal	10	CD79A,CD79B,FCRL5,ITGAX,AIM2,BANK1,CD86	FCRL5	TCL1A,IGHD,IGHM,MZB1,JCHAIN	-0.3534046812568392	0.35178753180163247	1.4103844261169434	0.3333333333333333	0.44583186814513054	3.0
vaccination_study_04	B_lineage	B_lineage:10	Plasma Cell	terminal	6	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,IGHA1	MZB1,XBP1,PRDM1,JCHAIN	CD79A,LST1	1.5402113465326173	1.947927211012159	0.8154317289590836	1.0	0.5531472821695124	1.0
vaccination_study_04	B_lineage	B_lineage:10	Memory B Cell	terminal	6	CD79A,CD79B,FCRL5,ITGAX,AIM2,BANK1,CD86	FCRL5	TCL1A,IGHD,IGHM,MZB1,JCHAIN	-0.34247702714942746	0.4027580931073144	1.4904702405134838	0.3333333333333333	0.4639422481135906	2.0
vaccination_study_04	B_lineage	B_lineage:10	B Cell	parent	6	CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3E,LST1,NKG7	0.8868854633635944	1.0191561000214684	0.26454127331574756	1.0	0.4173526691540989	3.0
vaccination_study_04	B_lineage	B_lineage:11	Plasma Cell	terminal	6	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,IGHA1	MZB1,XBP1,PRDM1,JCHAIN	CD79A,LST1	2.3929438509401817	2.587056084757759	0.3882244676351547	1.0	1.0	1.0
vaccination_study_04	B_lineage	B_lineage:11	Plasmablast	terminal	6	MZB1,XBP1,PRDM1,JCHAIN,IRF4,TNFRSF17,MKI67	MZB1,XBP1,JCHAIN	LST1	2.1269290936844687	2.1693451248464126	0.08483206232388814	1.0	1.0	2.0
vaccination_study_04	B_lineage	B_lineage:11	Naive B Cell	terminal	6	CD79A,CD79B,TCL1A,IGHD,IGHM,FCER2,IL4R,BANK1	TCL1A,IGHD,IGHM	MZB1,JCHAIN	-1.10263017937541	0.8539189783235391	3.913098315397898	1.0	0.47635333771013527	3.0
