study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	NK Cell	terminal	26	NKG7,GNLY,KLRD1,FCGR3A,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3E,LST1	2.1312838543902384	2.4275809438019005	0.5925941788233243	1.0	0.909525139957584	7.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	T Cell	parent	26	CD3E,CD247	CD3E	CD79A,LST1,S100A8	2.064018877652975	2.122502074791835	0.11696639427771935	0.3333333333333333	0.990213444723759	2.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD4 T Cell (ab)	parent	26	CD3E,CD4	CD3E,CD4	LST1	0.4529008452708905	0.5227475120471075	0.1396933335524339	0.6666666666666666	0.932883228090578	3.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD4 Naive / T Central Memory	terminal	26	CD3E,CD4,CCR7,SELL,TCF7,LTB	CD4,CCR7,TCF7	NKG7,GNLY,GZMB	-1.395251290920453	0.20659116292611143	3.2036849076931295	1.0	0.050285757133654845	12.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD4 T Effector Memory	terminal	26	CD3E,CD4,CCL5,ANXA1,CXCR3,KLRB1	CD4,CCL5	CCR7,TCF7	1.0692361516830249	1.0986038920206902	0.05873548067533053	0.6666666666666666	0.9203160402873676	5.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	Treg	terminal	26	CD3E,CD4,CTLA4,IKZF2	CTLA4	NKG7,GNLY,GZMB	-1.258954107761383	0.3428883460851816	3.2036849076931295	0.3333333333333333	0.21248540331422844	9.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD8 T Cell (ab)	parent	26	CD3E	CD3E	CD4,LST1	1.0105716907061064	1.045495024094215	0.06984666677621695	0.3333333333333333	0.9265166817840468	4.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD8 Naive / T Central Memory	terminal	26	CD3E,CCR7,TCF7,SELL	CCR7,TCF7	NKG7,GNLY,GZMB	-1.3111009574853456	0.290741496361219	3.2036849076931295	0.6666666666666666	0.10413812409521474	11.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	CD8 Cytotoxic / T Effector Memory	terminal	26	CD3E,NKG7,GNLY,GZMB,GZMH,CCL5,CST7	NKG7,GNLY	CCR7,TCF7	2.604483931601702	2.633851671939368	0.05873548067533053	0.6666666666666666	0.9944485855481576	1.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	ydT Cell	terminal	26	CD3E		LST1	0.9756483573179978	1.045495024094215	0.1396933335524339	0.0	0.9153898759802109	6.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	MAIT Cell	terminal	26	CD3E,KLRB1,DPP4	KLRB1	LST1	0.41942068246694714	0.48926734924316406	0.1396933335524339	0.5	0.21178949345645626	10.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:0	NKT Cell	terminal	26	CD3E,NKG7,GNLY,KLRD1,ZBTB16	NKG7,ZBTB16	LST1	2.027445987554697	2.097292654330914	0.1396933335524339	0.6666666666666666	0.8539714488475826	8.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	NK Cell	terminal	26	NKG7,GNLY,KLRD1,FCGR3A,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3E,LST1	0.7702919474833614	0.9188724946189712	0.2971610942712197	1.0	0.33259310600914155	6.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	T Cell	parent	26	CD3E,CD247	CD3E	CD79A,LST1,S100A8	1.244765362296349	1.3193583224828427	0.1491859203729874	0.3333333333333333	0.180233478641508	7.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD4 T Cell (ab)	parent	26	CD3E,CD4	CD3E,CD4	LST1	-0.06819103199702042	0.11448503113709964	0.3653521262682401	0.6666666666666666	0.025467395965764656	12.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD4 Naive / T Central Memory	terminal	26	CD3E,CD4,CCR7,SELL,TCF7,LTB	CD4,CCR7,TCF7	NKG7,GNLY,GZMB	-0.12992759201771173	0.5854639342198005	1.4307830524750242	1.0	0.7521922300308567	2.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD4 T Effector Memory	terminal	26	CD3E,CD4,CCL5,ANXA1,CXCR3,KLRB1	CD4,CCL5	CCR7,TCF7	0.12034079184134804	0.45750425794185734	0.6743269322010187	0.6666666666666666	0.032984814692519925	11.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	Treg	terminal	26	CD3E,CD4,CTLA4,IKZF2	CTLA4	NKG7,GNLY,GZMB	-0.5748894482086866	0.1405020780288256	1.4307830524750242	0.3333333333333333	0.6191036033824491	3.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD8 T Cell (ab)	parent	26	CD3E	CD3E	CD4,LST1	0.13763203070713922	0.22897006227419928	0.18267606313412005	0.3333333333333333	0.1667354285499207	8.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD8 Naive / T Central Memory	terminal	26	CD3E,CCR7,TCF7,SELL	CCR7,TCF7	NKG7,GNLY,GZMB	-0.0008091918933085764	0.7145823343442037	1.4307830524750242	0.6666666666666666	0.8782782232220009	1.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	CD8 Cytotoxic / T Effector Memory	terminal	26	CD3E,NKG7,GNLY,GZMB,GZMH,CCL5,CST7	NKG7,GNLY	CCR7,TCF7	0.4788574955456859	0.8160209616461953	0.6743269322010187	0.6666666666666666	0.1498572403661887	9.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	ydT Cell	terminal	26	CD3E		LST1	0.04629399914007921	0.22897006227419928	0.3653521262682401	0.0	0.12105981394370842	10.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	MAIT Cell	terminal	26	CD3E,KLRB1,DPP4	KLRB1	LST1	0.5366102969035125	0.7192863600376326	0.3653521262682401	0.5	0.3896178145478028	5.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:1	NKT Cell	terminal	26	CD3E,NKG7,GNLY,KLRD1,ZBTB16	NKG7,ZBTB16	LST1	1.1148264137598185	1.2975024768939387	0.3653521262682401	0.6666666666666666	0.4421764604776618	4.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	NK Cell	terminal	26	NKG7,GNLY,KLRD1,FCGR3A,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3E,LST1	-0.2902906632030403	0.0058310830986106794	0.592243492603302	1.0	0.0	9.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	T Cell	parent	26	CD3E,CD247	CD3E	CD79A,LST1,S100A8	1.220337954087135	1.2941296306940226	0.14758335321377486	0.3333333333333333	0.1560825767510674	7.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD4 T Cell (ab)	parent	26	CD3E,CD4	CD3E,CD4	LST1	0.4200982909936171	0.5186995428342086	0.19720250368118286	0.6666666666666666	0.8757617138551376	4.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD4 Naive / T Central Memory	terminal	26	CD3E,CD4,CCR7,SELL,TCF7,LTB	CD4,CCR7,TCF7	NKG7,GNLY,GZMB	0.9019455577318486	0.9087484880135611	0.013605860563424917	1.0	1.0	1.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD4 T Effector Memory	terminal	26	CD3E,CD4,CCL5,ANXA1,CXCR3,KLRB1	CD4,CCL5	CCR7,TCF7	-0.10577436364614047	0.4225253692040077	1.0565994657002962	0.6666666666666666	0.0	10.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	Treg	terminal	26	CD3E,CD4,CTLA4,IKZF2	CTLA4	NKG7,GNLY,GZMB	0.2650754921711408	0.27187842245285326	0.013605860563424917	0.3333333333333333	1.0	2.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD8 T Cell (ab)	parent	26	CD3E	CD3E	CD4,LST1	0.9254552045693765	0.9872844815254211	0.12365855391208942	0.3333333333333333	0.8524337715082938	5.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD8 Naive / T Central Memory	terminal	26	CD3E,CCR7,TCF7,SELL	CCR7,TCF7	NKG7,GNLY,GZMB	0.9282520063794576	0.9350549366611701	0.013605860563424917	0.6666666666666666	1.0	3.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	CD8 Cytotoxic / T Effector Memory	terminal	26	CD3E,NKG7,GNLY,GZMB,GZMH,CCL5,CST7	NKG7,GNLY	CCR7,TCF7	-0.3166520441626455	0.2116476886875027	1.0565994657002962	0.6666666666666666	0.0	11.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	ydT Cell	terminal	26	CD3E		LST1	0.8886832296848297	0.9872844815254211	0.19720250368118286	0.0	0.8410597621544121	6.0
vaccination_study_04	T_NK_lineage	T_NK_lineage:2	MAIT Cell	terminal	26	CD3E,KLRB1,DPP4	KLRB1	LST1	0.34103358326814115	0.4396348351087326	0.19720250368118286	0.5	0.0928416983573443	8.0
