lineage	cluster	n_cells	chosen_label	accepted	score_margin	calibrated_cluster_confidence	marker_availability_alert	top_celltypist	top_azimuth_l2	top_panhuman_fine	top_marker	top_screfmapping
B_lineage	0	475	Naive B Cell	True	4.230273633614296	0.8500000000000001	pass	Naive B Cell:473; Memory B Cell:2	Naive B Cell:473; B Cell:2	Naive B Cell:450; Memory B Cell:21; Blood Cell:4	B Cell:475	Naive B Cell:473; Plasma Cell:2
B_lineage	1	434	Naive B Cell	True	4.194800506909086	0.8500000000000001	pass	Naive B Cell:422; Blood Cell:10; B Cell:1; Memory B Cell:1	Naive B Cell:431; B Cell:3	Naive B Cell:427; Memory B Cell:5; Blood Cell:2	B Cell:434	Naive B Cell:431; Plasma Cell:2; Memory B Cell:1
B_lineage	2	402	Naive B Cell	True	4.191646421595322	0.8500000000000001	pass	Naive B Cell:394; Memory B Cell:8	Naive B Cell:395; B Cell:6; Memory B Cell:1	Naive B Cell:373; Memory B Cell:27; Blood Cell:2	B Cell:402	Naive B Cell:394; Memory B Cell:8
B_lineage	3	372	Naive B Cell	True	3.96645270532184	0.8500000000000001	pass	Naive B Cell:358; Memory B Cell:12; B Cell:2	Naive B Cell:345; B Cell:26; Memory B Cell:1	Naive B Cell:310; Memory B Cell:52; Blood Cell:10	B Cell:372	Naive B Cell:356; Memory B Cell:16
B_lineage	4	365	Naive B Cell	True	4.263996097222265	0.8500000000000001	pass	Naive B Cell:363; Memory B Cell:2	Naive B Cell:362; B Cell:3	Naive B Cell:323; Memory B Cell:35; Blood Cell:7	B Cell:365	Naive B Cell:364; Memory B Cell:1
B_lineage	5	360	Memory B Cell	True	2.762346333114849	0.8182923033753593	pass	Memory B Cell:315; Naive B Cell:41; B Cell:4	Memory B Cell:174; B Cell:158; Naive B Cell:28	Memory B Cell:342; Naive B Cell:15; Blood Cell:3	B Cell:359; Plasma Cell:1	Memory B Cell:322; Naive B Cell:37; Plasma Cell:1
B_lineage	6	351	Memory B Cell	True	3.40290686057564	0.827591623933821	pass	Memory B Cell:334; Naive B Cell:13; B Cell:4	B Cell:222; Memory B Cell:123; Naive B Cell:5; CD4 Naive / T Central Memory:1	Memory B Cell:350; Naive B Cell:1	B Cell:350; Non-Classical Monocyte:1	Memory B Cell:343; Naive B Cell:8
B_lineage	7	302	Memory B Cell	True	3.956566346223873	0.8480457701979633	pass	Memory B Cell:298; B Cell:3; Naive B Cell:1	Memory B Cell:282; B Cell:18; Naive B Cell:2	Memory B Cell:302	B Cell:301; RBC:1	Memory B Cell:302
B_lineage	8	296	Memory B Cell	True	3.229464941235752	0.8500000000000001	pass	Memory B Cell:173; B Cell:83; Naive B Cell:39; Blood Cell:1	B Cell:276; Memory B Cell:16; Naive B Cell:4	Memory B Cell:285; Naive B Cell:9; Blood Cell:2	B Cell:296	Memory B Cell:276; Naive B Cell:20
B_lineage	9	281	Naive B Cell	True	4.36798678264187	0.8500000000000001	pass	Naive B Cell:277; Blood Cell:2; Memory B Cell:2	Naive B Cell:274; B Cell:5; Memory B Cell:2	Naive B Cell:266; Memory B Cell:10; Blood Cell:5	B Cell:281	Naive B Cell:278; Memory B Cell:3
B_lineage	10	246	Naive B Cell	True	3.949999777963696	0.8500000000000001	pass	Naive B Cell:235; Memory B Cell:11	Naive B Cell:227; B Cell:18; Memory B Cell:1	Naive B Cell:207; Memory B Cell:32; Blood Cell:7	B Cell:245; RBC:1	Naive B Cell:232; Memory B Cell:13; Plasma Cell:1
B_lineage	11	241	Naive B Cell	True	3.97524972266468	0.8500000000000001	pass	Naive B Cell:200; Blood Cell:41	Naive B Cell:238; B Cell:3	Naive B Cell:190; Memory B Cell:43; Blood Cell:8	B Cell:241	Naive B Cell:240; Memory B Cell:1
B_lineage	12	229	Naive B Cell	True	3.0320685924400816	0.8500000000000001	pass	Naive B Cell:188; Memory B Cell:37; B Cell:3; NK Cell:1	Naive B Cell:183; B Cell:29; Memory B Cell:16; CD4 Naive / T Central Memory:1	Naive B Cell:169; Memory B Cell:57; Blood Cell:3	B Cell:229	Naive B Cell:189; Memory B Cell:40
B_lineage	13	224	Memory B Cell	True	3.539952154665668	0.8500000000000001	pass	B Cell:169; Memory B Cell:40; Naive B Cell:14; Blood Cell:1	B Cell:209; Memory B Cell:12; Naive B Cell:3	Memory B Cell:215; Naive B Cell:6; Blood Cell:3	B Cell:224	Memory B Cell:220; Naive B Cell:4
B_lineage	14	220	Naive B Cell	True	4.080358445720036	0.8500000000000001	pass	Naive B Cell:213; Memory B Cell:6; B Cell:1	Naive B Cell:208; B Cell:12	Naive B Cell:195; Memory B Cell:23; Blood Cell:2	B Cell:220	Naive B Cell:209; Memory B Cell:11
