study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD4 Naive / T Central Memory	terminal	1634	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1,FOXP3	1.233846480726758	1.2588502026574557	0.05000744386139523	1.0	1.0	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD8 Naive / T Central Memory	terminal	1634	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	1.0806874305077732	1.1112848762531728	0.061194891490799125	1.0	1.0	2.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	Treg	terminal	1634	CD3D,CD3E,CD4,FOXP3,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18,CCR8	FOXP3,IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.29557063402095063	0.34818265725524505	0.10522404646858884	1.0	0.9872832120092335	3.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	NKT Cell	terminal	1571	CD3D,CD3E,TRAC,NKG7,GNLY,KLRD1,ZBTB16	CD3D,NKG7,ZBTB16	MS4A1,LST1	1.898116151790809	1.9191250925043708	0.04201788142712385	1.0	0.9914551600514871	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD8 Cytotoxic / T Effector Memory	terminal	1571	CD3D,CD3E,CD8A,CD8B,NKG7,GNLY,PRF1,GZMB,GZMH,CCL5,CST7	CD8A,NKG7,GNLY	CCR7,TCF7,LEF1,MS4A1	2.279592779412151	2.310401116909718	0.06161667499513401	1.0	0.9350077526354729	2.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	ydT Cell	terminal	1571	CD3D,CD3E,TRDC,TRGC1,TRGC2,TRDV2	TRDC,TRGC1,TRGC2	MS4A1,LST1	0.8650144363775037	0.8860233770910657	0.04201788142712385	1.0	0.8974653336104816	3.0
infection_study_01	T_NK_lineage	T_NK_lineage:10	CD8 Naive / T Central Memory	terminal	846	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	0.7937085999130403	1.0366069447393018	0.485796689652523	1.0	0.9444118016153068	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:10	MAIT Cell	terminal	846	CD3D,CD3E,TRAV1-2,SLC4A10,KLRB1,DPP4,IL7R	SLC4A10,KLRB1	MS4A1,LST1	0.8265811929788109	0.8930936351353074	0.13302488431299267	1.0	0.886616234449784	2.0
infection_study_01	T_NK_lineage	T_NK_lineage:10	Treg	terminal	846	CD3D,CD3E,CD4,FOXP3,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18,CCR8	FOXP3,IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.05429260394146257	0.38796862286315176	0.6673520378433785	1.0	0.844403865007913	3.0
infection_study_01	T_NK_lineage	T_NK_lineage:11	NK Cell	terminal	831	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	2.694995829651287	2.7566850909024083	0.12337852250224274	1.0	0.9747679009248951	1.0
