study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
infection_study_01	T_NK_lineage	T_NK_lineage:0	NK Cell	terminal	1634	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	-0.4152626147313611	0.04334964669301577	0.9172245228487538	1.0	7.137343050680972e-06	9.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	T Cell	parent	1634	CD3D,CD3E,CD247,TRAC,LCK	CD3D,CD3E,TRAC	MS4A1,CD79A,LST1,S100A8	1.1548120521578933	1.2033132598369474	0.09700241535810829	1.0	0.5725519354853719	6.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD4 T Cell (ab)	parent	1634	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	1.214047627626591	1.3076741947173487	0.18725313418151554	1.0	0.8171471567629986	4.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD4 Naive / T Central Memory	terminal	1634	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1,FOXP3	1.233846480726758	1.2588502026574557	0.05000744386139523	1.0	1.0	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD4 T Effector Memory	terminal	1634	CD3D,CD3E,CD4,IL7R,GZMK,CCL5,ANXA1,CXCR3,KLRB1	CD4,GZMK,CCL5	CCR7,TCF7,LEF1,FOXP3	0.25437909089242633	0.6841482125454722	0.8595382433060916	1.0	0.0	10.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	Treg	terminal	1634	CD3D,CD3E,CD4,FOXP3,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18,CCR8	FOXP3,IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	0.29557063402095063	0.34818265725524505	0.10522404646858884	1.0	0.9872832120092335	3.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD8 T Cell (ab)	parent	1634	CD3D,CD3E,TRAC,CD8A,CD8B	CD3D,CD3E,CD8A	CD4,MS4A1,LST1	0.9415163566650588	1.0006673538115791	0.11830199429304052	1.0	0.44071319025511446	7.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD8 Naive / T Central Memory	terminal	1634	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	1.0806874305077732	1.1112848762531728	0.061194891490799125	1.0	1.0	2.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	CD8 Cytotoxic / T Effector Memory	terminal	1634	CD3D,CD3E,CD8A,CD8B,NKG7,GNLY,PRF1,GZMB,GZMH,CCL5,CST7	CD8A,NKG7,GNLY	CCR7,TCF7,LEF1,MS4A1	-0.05362702810709264	0.37700035646135	0.8612547691368853	1.0	0.0	11.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	ydT Cell	terminal	1634	CD3D,CD3E,TRDC,TRGC1,TRGC2,TRDV2	TRDC,TRGC1,TRGC2	MS4A1,LST1	0.4921550972593142	0.533629894998306	0.08294959547798374	1.0	0.3354143141514842	8.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	MAIT Cell	terminal	1634	CD3D,CD3E,TRAV1-2,SLC4A10,KLRB1,DPP4,IL7R	SLC4A10,KLRB1	MS4A1,LST1	0.7153023236505602	0.7567771213895521	0.08294959547798374	1.0	0.6963670442668042	5.0
infection_study_01	T_NK_lineage	T_NK_lineage:0	NKT Cell	terminal	1634	CD3D,CD3E,TRAC,NKG7,GNLY,KLRD1,ZBTB16	CD3D,NKG7,ZBTB16	MS4A1,LST1	0.6218862939573215	0.6633610916963134	0.08294959547798374	1.0	0.0	12.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	NK Cell	terminal	1571	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	2.31010973270743	2.622027843853875	0.6238362222928897	1.0	0.854143884478089	4.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	T Cell	parent	1571	CD3D,CD3E,CD247,TRAC,LCK	CD3D,CD3E,TRAC	MS4A1,CD79A,LST1,S100A8	1.1673034655922618	1.1894901824483137	0.044373433712103956	1.0	0.5866069492914855	5.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD4 T Cell (ab)	parent	1571	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	0.569689348431092	0.6246007579743369	0.10982281908649005	1.0	0.34481791586570415	8.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD4 Naive / T Central Memory	terminal	1571	CD3D,CD3E,CD4,IL7R,CCR7,SELL,TCF7,LEF1,LTB,MAL	CD4,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1,FOXP3	-0.948424798758602	0.3485311996246279	2.5939119967664603	1.0	0.12980762595399817	12.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD4 T Effector Memory	terminal	1571	CD3D,CD3E,CD4,IL7R,GZMK,CCL5,ANXA1,CXCR3,KLRB1	CD4,GZMK,CCL5	CCR7,TCF7,LEF1,FOXP3	1.0553408130567064	1.0847244020255031	0.05876717793759383	1.0	0.5830489526603051	6.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	Treg	terminal	1571	CD3D,CD3E,CD4,FOXP3,IL2RA,CTLA4,IKZF2,TIGIT,TNFRSF18,CCR8	FOXP3,IL2RA,CTLA4	NKG7,GNLY,GZMB,CD8A	-1.0806952265229368	0.3200195635829588	2.8014295802117912	1.0	0.17228995551613768	10.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD8 T Cell (ab)	parent	1571	CD3D,CD3E,TRAC,CD8A,CD8B	CD3D,CD3E,CD8A	CD4,MS4A1,LST1	0.6624636234497027	0.6780801724203829	0.031233097941359974	1.0	0.2772424106422335	9.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD8 Naive / T Central Memory	terminal	1571	CD3D,CD3E,CD8A,CD8B,CCR7,TCF7,LEF1,SELL,IL7R	CD8A,CCR7,TCF7	NKG7,GNLY,GZMB,PRF1	-1.2079122838235463	0.4131987615634633	3.2422220907740193	1.0	0.1360273288379833	11.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	CD8 Cytotoxic / T Effector Memory	terminal	1571	CD3D,CD3E,CD8A,CD8B,NKG7,GNLY,PRF1,GZMB,GZMH,CCL5,CST7	CD8A,NKG7,GNLY	CCR7,TCF7,LEF1,MS4A1	2.279592779412151	2.310401116909718	0.06161667499513401	1.0	0.9350077526354729	2.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	ydT Cell	terminal	1571	CD3D,CD3E,TRDC,TRGC1,TRGC2,TRDV2	TRDC,TRGC1,TRGC2	MS4A1,LST1	0.8650144363775037	0.8860233770910657	0.04201788142712385	1.0	0.8974653336104816	3.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	MAIT Cell	terminal	1571	CD3D,CD3E,TRAV1-2,SLC4A10,KLRB1,DPP4,IL7R	SLC4A10,KLRB1	MS4A1,LST1	0.5516916320515165	0.5727005727650784	0.04201788142712385	1.0	0.4166481563063468	7.0
infection_study_01	T_NK_lineage	T_NK_lineage:1	NKT Cell	terminal	1571	CD3D,CD3E,TRAC,NKG7,GNLY,KLRD1,ZBTB16	CD3D,NKG7,ZBTB16	MS4A1,LST1	1.898116151790809	1.9191250925043708	0.04201788142712385	1.0	0.9914551600514871	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:2	NK Cell	terminal	1342	NKG7,GNLY,KLRD1,FCGR3A,PRF1,GZMB,GZMH,TYROBP	NKG7,GNLY,KLRD1	CD3D,CD3E,TRAC,MS4A1,LST1	2.7794049955149434	3.0408238059217902	0.5228376208136938	1.0	1.0	1.0
infection_study_01	T_NK_lineage	T_NK_lineage:2	T Cell	parent	1342	CD3D,CD3E,CD247,TRAC,LCK	CD3D,CD3E,TRAC	MS4A1,CD79A,LST1,S100A8	1.0900687714391866	1.1277265127742697	0.07531548267016645	1.0	0.49970447837928894	6.0
infection_study_01	T_NK_lineage	T_NK_lineage:2	CD4 T Cell (ab)	parent	1342	CD3D,CD3E,TRAC,CD4,IL7R	CD3D,CD3E,CD4	CD8A,CD8B,MS4A1,LST1	0.449089369504267	0.5037610515663414	0.10934336412414886	1.0	0.2564153945698548	8.0
