study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
infection_study_06	B_lineage	0	Naive B Cell	1	10143	0.9774918448275237	0.9774918448275237	1.0	0.2300759144237405	0.07833481218574387	0.3084107266094844	0.6915892733905156	0.6915892733905156	0.0	0.999901409839298	0.7142966687480146	0.9768313122350389	0.7439613526570048	0.8979591836734694	1.2951465704611462	0.4975845410628019	0.1863354037267081	0.2207433698116928	0.08074534161490683	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21		0.0	0.0	0.7360741398008479	0.7199053534457261	0.0	2.589213250517598
infection_study_06	B_lineage	0	Memory B Cell	2	10143	0.9693614490886391	0.9693614490886391	0.36488218475796114	0.48088533964310365	0.0	0.48088533964310365	0.0	0.0	0.0	0.9990140983929804	0.39125057137479496	0.36488218475796114	0.1196884550921818	0.20763087843833186	0.7111127427312354	0.9814650497880312	0.4905846396529626	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN			0.0	0.0	0.3711919550428867	0.37286798777482005	0.0	0.9667751158434388
infection_study_06	B_lineage	0	Plasma Cell	3	10143	0.6058861067768607	0.6058861067768607	0.40589569160997735	0.49202750665483586	0.15814108251996448	0.6	0.0	0.0	0.0	0.6068224391205758	0.10590774151850757	0.40589569160997735	0.07552006309770284	0.28798185941043086	0.5820833599808246	0.9968451148575372	0.5146652864044169	0.45765552597850734	0.13896283150941535	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4		0.0	0.0	0.001873213053337277	0.001873213053337277	0.0	0.00487035393867692
infection_study_06	B_lineage	0	Plasmablast	4	10143	0.41045264077719185	0.41045264077719185	0.3935719215222321	0.4380189950376286	0.07862565315981465	0.5166446481974433	0.0	0.0	0.0	0.5111899832396727	0.09187370600414078	0.3935719215222321	0.06743566992014197	0.28798185941043086	0.5724690608525514	0.9445923296854973	0.3594268625324526	0.22251799270432812	0.0791350356567748	MS4A1;LST1;CD3D	LILRA4;CLEC4C;IRF7		0.0	0.0	0.0021689835354431627	0.0007887212856156955	0.0	0.004259094942324756
infection_study_06	B_lineage	1	Naive B Cell	1	10113	0.9798546995427786	0.9957480470681301	1.0	0.2540670424206467	0.058068822307920494	0.3121358647285672	0.6878641352714328	0.6878641352714328	0.0	1.0	0.7367414878539175	0.9957480470681301	0.8251755166617225	0.9071492138831208	1.319973452157788	0.5547315336695343	0.19667754375556215	0.16473845545337684	0.05764857114604963	CD27;TNFRSF13B;MZB1;JCHAIN	FCRL5;ITGAX;TBX21		0.0	0.0	0.8530604172846831	0.8443587461682982	0.0	2.8971195490952235
infection_study_06	B_lineage	1	Memory B Cell	2	10113	0.965282352073813	0.965282352073813	0.2595668940967072	0.5	0.0	0.5	0.0	0.0	0.0	0.9992089389894195	0.36215312424152535	0.2595668940967072	0.059527341046178184	0.15672896272124986	0.5113405256491828	0.9962424601997429	0.5567289627212497	0.0	0.0	TCL1A;IGHD;IGHM;MZB1;JCHAIN			0.0	0.0	0.23237417185800455	0.23326411549490755	0.0	0.6050627904677148
infection_study_06	B_lineage	1	Plasmablast	3	10113	0.5392324529332636	0.5392324529332636	0.5099377039454168	0.43833086126767523	0.06760110748541481	0.5059319687530901	0.00400573519232672	0.00400573519232672	0.0	0.5844952041926234	0.10372787501236033	0.5099377039454168	0.12093345199248492	0.34282606546029865	0.7375345835675731	0.94620785128053	0.3580539899139721	0.19183229506575694	0.06700945977125151	MS4A1;LST1;CD3D	LILRA4;CLEC4C;IRF7		0.0	0.0	0.0002966478789676654	0.0002966478789676654	0.0	0.004777019677642651
infection_study_06	B_lineage	1	Plasma Cell	4	10113	0.6359481453101262	0.6359481453101262	0.5200237318303174	0.4915133985958667	0.13982126965292196	0.6	0.0	0.0	0.0	0.6299812123009987	0.10544184053528462	0.5200237318303174	0.129140709977257	0.34282606546029865	0.7418157988101777	0.996440225452388	0.5130277860179966	0.4061109463067339	0.11991990507267873	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4		0.0	0.0	0.00039553050529022053	0.00039553050529022053	0.0	0.0010283793137545734
infection_study_06	B_lineage	2	Plasma Cell	1	1842	0.9865516703751198	0.9865516703751198	1.0	0.4716313789359392	0.22438925081433223	0.6	0.4	0.4	0.0	0.9674267100977199	0.5377608879237543	0.9370249728555917	0.7996742671009772	0.8718783930510315	1.3254464744551528	0.9413680781758957	0.5177795874049945	0.6368078175895765	0.22231270358306188	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4		0.0	0.0	0.6742671009771987	0.6742671009771987	0.0	2.1530944625407167
infection_study_06	B_lineage	2	Plasmablast	2	1842	0.9862603926327278	0.9862603926327278	1.0	0.440376402461093	0.174457111834962	0.6	0.4	0.4	0.0	0.9538545059717698	0.5492671009771988	0.9337676438653637	0.7833876221498371	0.8718783930510315	1.3387397584766487	0.9001085776330076	0.44697792254795515	0.49728555917481	0.16847629388346	MS4A1;LST1;CD3D	LILRA4;CLEC4C;IRF7		0.0	0.0	0.5526601520086862	0.13246471226927253	0.0	1.4167209554831706
