study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
infection_study_07	B_lineage	0	Plasma Cell	1	86	0.9235847624829261	0.9235847624829261	1.0	0.05271317829457364	0.06279069767441861	0.11550387596899225	0.8844961240310077	0.8844961240310077	0.0	0.9418604651162791	0.41162790697674423	0.8837209302325582	0.5581395348837209	0.5930232558139535	1.1037605478963004	0.11627906976744186	0.03875968992248063	0.13953488372093023	0.13953488372093023	MS4A1;CD79A;LST1	IRF7		0.0	0.0	0.0	0.0	0.0	0.8844961240310077
infection_study_07	B_lineage	0	Plasmablast	2	86	0.9001365912885111	0.9001365912885111	0.8787245582733144	0.034186046511627904	0.06279069767441861	0.09697674418604652	0.7817478140872679	0.7817478140872679	0.0	0.9534883720930233	0.3643410852713178	0.813953488372093	0.4186046511627907	0.5930232558139535	1.166061023790932	0.06976744186046512	0.03488372093023256	0.13953488372093023	0.13953488372093023	MS4A1;LST1	IRF7	MKI67;TOP2A;STMN1;PCLAF	0.686046511627907	0.2732558139534884	0.0	0.0	0.0	0.7817478140872679
infection_study_07	B_lineage	0	Memory B Cell	3	86	0.7074669904386097	0.7074669904386097	0.27906976744186046	0.26612403100775195	0.0	0.26612403100775195	0.012945736434108512	0.012945736434108512	0.0	0.6976744186046512	0.20736434108527135	0.13953488372093023	0.13953488372093023	0.13953488372093023	0.42699098383662737	0.5813953488372093	0.2054263565891473	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	0.0	0.0	0.0	0.012945736434108512
infection_study_07	B_lineage	0	Naive B Cell	4	86	0.5974351191379572	0.5974351191379572	0.046511627906976744	0.3122093023255814	0.20494186046511628	0.5171511627906977	0.0	0.0	0.0	0.45348837209302323	0.08527131782945736	0.046511627906976744	0.0	0.046511627906976744	0.44211770191078703	0.6162790697674418	0.3546511627906977	0.5232558139534884	0.31976744186046513	CD27;MZB1	ITGAX;TBX21		0.0	0.0	0.0	0.0	0.0	0.0
infection_study_07	B_lineage	1	Memory B Cell	1	80	0.9560631355289118	0.9560631355289118	0.9105313511922284	0.011333333333333334	0.0	0.011333333333333334	0.8991980178588951	0.8991980178588951	0.0	0.9375	0.25625000000000003	0.425	0.425	0.425	1.2421254047689136	0.025	0.008333333333333333	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	0.0	0.0	0.0	0.8991980178588951
infection_study_07	B_lineage	1	Plasmablast	2	80	0.41736227045075125	0.4625	0.4625	0.05512500000000001	0.0675	0.12262500000000001	0.33987500000000004	0.33987500000000004	0.0	0.7	0.1486111111111111	0.4625	0.1	0.3875	0.6686831738885763	0.1125	0.05625	0.15	0.15	MS4A1;LST1	IRF7	MKI67;TOP2A;STMN1;PCLAF	0.35	0.103125	0.0	0.0	0.0	0.33987500000000004
infection_study_07	B_lineage	1	Plasma Cell	3	80	0.42593716800728487	0.4375	0.4375	0.3879166666666667	0.0675	0.4554166666666667	0.0	0.0	0.0	0.4875	0.13	0.4375	0.0375	0.3875	0.5526701104057913	0.8375	0.3166666666666667	0.15	0.15	MS4A1;CD79A;LST1	IRF7		0.0	0.0	0.0	0.0	0.0	0.0
infection_study_07	B_lineage	1	Naive B Cell	4	80	0.9635756563970254	0.9635756563970254	0.025	0.20825	0.0046875	0.2129375	0.0	0.0	0.0	0.8875	0.1875	0.025	0.0	0.025	0.2738218688789031	0.425	0.2125	0.0125	0.00625	CD27;MZB1	ITGAX;TBX21		0.0	0.0	0.0	0.0	0.0	0.0
infection_study_07	B_lineage	10	Memory B Cell	1	31	0.8960388526331765	0.8960388526331765	0.8952111445582915	0.24344086021505376	0.0	0.24344086021505376	0.6517702843432378	0.6517702843432378	0.0	0.967741935483871	0.40322580645161293	0.41935483870967744	0.41935483870967744	0.41935483870967744	1.2260058685557464	0.5161290322580645	0.21505376344086022	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	0.0	0.0	0.0	0.6517702843432378
infection_study_07	B_lineage	10	Plasma Cell	2	31	0.9133404158445895	0.9133404158445895	0.7741935483870968	0.2410752688172043	0.058064516129032254	0.29913978494623655	0.4750537634408602	0.4750537634408602	0.0	0.9032258064516129	0.36129032258064514	0.7419354838709677	0.3870967741935484	0.5161290322580645	0.92865311036648	0.5161290322580645	0.20430107526881722	0.12903225806451613	0.12903225806451613	MS4A1;CD79A;LST1	IRF7		0.0	0.0	0.0	0.0	0.0	0.4750537634408602
