study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
infection_study_04	Myeloid_lineage	Myeloid_lineage:0	Myeloid Cell	parent	1198	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	2.196751986665399	2.201249588849349	0.008995204367900333	1.0	1.0	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:0	Intermediate Monocyte	terminal	1198	FCN1,LST1,MS4A7,HLA-DRA,CD74,S100A8	FCN1,MS4A7,HLA-DRA	CD1C,CLEC4C,NKG7	2.3599532414590514	2.3734995103008427	0.02709253768358353	1.0	1.0	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:0	Classical Monocyte	terminal	1198	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.843517793227416	2.9761773501219655	0.2653191137890983	1.0	0.8356175260357777	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:1	Classical Monocyte	terminal	1131	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.290422878270124	2.5048025204321647	0.42875928432408106	1.0	0.5957986145434898	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:1	Plasmacytoid DC	terminal	1131	LILRA4,CLEC4C,IL3RA,TCF4,IRF7,GZMB,SPIB	LILRA4,CLEC4C,IL3RA,TCF4	CD3D,MS4A1,CD1C,FCN1,S100A8	-0.42896548094164627	0.20699791163224923	1.271926785147791	1.0	0.5536415600619651	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:1	Conventional DC 2	terminal	1131	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	0.006411217506607111	0.8962232112849386	1.7796239875566633	1.0	0.4922904833420597	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:10	Classical Monocyte	terminal	589	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	3.079632003688853	3.1495744217889214	0.1398848362001377	1.0	0.9379953483759	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:10	Myeloid Cell	parent	589	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	1.9717343795835873	1.9817619018522306	0.020055044537286806	1.0	0.93111740967918	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:10	Monocyte	parent	589	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.487436840162964	2.4904474285716947	0.006021176817461671	1.0	0.9025213650867896	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:11	DC	parent	556	HLA-DRA,CD74,CST3,FCER1A,CD1C,CLEC4C	HLA-DRA,CD74	CD3D,MS4A1,S100A8	1.6488925478727126	1.9808642568348123	0.6639434179241995	1.0	1.0	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:11	Conventional DC 2	terminal	556	CD1C,FCER1A,CLEC10A,CST3,HLA-DRA,CD74	CD1C,FCER1A,CLEC10A	CLEC4C,LILRA4,S100A8,S100A9	1.5997497030406547	2.1470887268618712	1.0946780476424334	1.0	1.0	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:11	Myeloid Cell	parent	556	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	1.9616542563003174	1.9702970736318355	0.0172856346630364	1.0	0.9193401892777581	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:12	Classical Monocyte	terminal	553	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.975650171313105	3.0614857806219544	0.17167121861769968	1.0	0.8929093980607522	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:12	Myeloid Cell	parent	553	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	1.908218852537019	1.9148390954053855	0.013240485736733103	1.0	0.856908360849248	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:12	Monocyte	parent	553	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.4239816720927294	2.4278962526232717	0.007829161061085154	1.0	0.8392636964695688	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:13	Classical Monocyte	terminal	374	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.9647901772974645	3.0002383132350636	0.07089627187519787	1.0	0.8882005644171727	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:13	Monocyte	parent	374	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.3617358099254666	2.369488725733265	0.015505831615597597	1.0	0.7772115698813653	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:13	Granulocyte	parent	374	S100A8,S100A9,CSF3R,FCGR3B	S100A8,S100A9	CD3D,MS4A1	2.412895129246508	2.424524502958206	0.02325874742339639	1.0	0.7383973304933072	3.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:14	Myeloid Cell	parent	323	LYZ,LST1,TYROBP,CST3,FCER1G	LYZ,LST1	CD3D,CD79A,MS4A1,NKG7	1.951269212448191	1.9643460064849618	0.026153588073541505	1.0	0.9072067116517534	1.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:14	Classical Monocyte	terminal	323	LYZ,LST1,FCN1,VCAN,S100A8,S100A9,CTSS,LGALS3	FCN1,VCAN,S100A8	FCGR3A,MS4A7,CD1C,CLEC4C	2.9389908804613003	3.0316654226912805	0.1853490844599603	1.0	0.8770141312802976	2.0
infection_study_04	Myeloid_lineage	Myeloid_lineage:14	Monocyte	parent	323	LYZ,LST1,FCN1,S100A8,S100A9,MS4A7,FCGR3A	LYZ,LST1	CD3D,MS4A1,CLEC4C	2.418874810108582	2.4287047500580825	0.019659879899000362	1.0	0.8341727292104559	3.0
