study	lineage	subcluster	candidate_label	marker_role	n_cells	positive_genes_present	key_genes_present	negative_genes_present	marker_score_mean	positive_mean	negative_mean	key_gene_present_fraction	marker_score_scaled	rank_within_subcluster
infection_study_04	B_lineage	B_lineage:0	B Cell	parent	805	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	2.3004865485715356	2.3105472286507	0.020121360158327942	1.0	1.0	1.0
infection_study_04	B_lineage	B_lineage:0	Naive B Cell	terminal	805	MS4A1,CD79A,CD79B,TCL1A,IGHD,IGHM,FCER2,IL4R,BANK1	TCL1A,IGHD,IGHM	CD27,TNFRSF13B,MZB1	1.8341629812518343	1.8808833076182196	0.09344065273277014	1.0	1.0	2.0
infection_study_04	B_lineage	B_lineage:0	Memory B Cell	terminal	805	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,IGHD,IGHM,MZB1	-0.06970491527434058	0.7880694563007841	1.715548743150249	1.0	0.4029877219846259	3.0
infection_study_04	B_lineage	B_lineage:1	Plasma Cell	terminal	576	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1,IGHA1,IGHG1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	1.0691107869562175	1.1941275984411024	0.2500336229697698	0.75	0.6902533894975087	1.0
infection_study_04	B_lineage	B_lineage:1	Plasmablast	terminal	576	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	0.5551342045464529	0.6940779277079163	0.2778874463229268	0.6666666666666666	0.49765145069610034	2.0
infection_study_04	B_lineage	B_lineage:1	Naive B Cell	terminal	576	MS4A1,CD79A,CD79B,TCL1A,IGHD,IGHM,FCER2,IL4R,BANK1	TCL1A,IGHD,IGHM	CD27,TNFRSF13B,MZB1	0.2700961627824991	0.5358472773460327	0.531502229127067	1.0	0.3445921552232545	3.0
infection_study_04	B_lineage	B_lineage:10	Plasma Cell	terminal	278	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1,IGHA1,IGHG1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	1.3660435817546124	1.4319617053051648	0.1318362471011045	0.75	0.8293713431030383	1.0
infection_study_04	B_lineage	B_lineage:10	Plasmablast	terminal	278	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	1.0022135806046923	1.0308975819938597	0.057368002778334586	0.6666666666666666	0.7234325489585332	2.0
infection_study_04	B_lineage	B_lineage:10	Naive B Cell	terminal	278	MS4A1,CD79A,CD79B,TCL1A,IGHD,IGHM,FCER2,IL4R,BANK1	TCL1A,IGHD,IGHM	CD27,TNFRSF13B,MZB1	-0.0689763261926927	0.3961159698873592	0.9301845921601037	1.0	0.13204094741795558	3.0
infection_study_04	B_lineage	B_lineage:11	Plasma Cell	terminal	269	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1,IGHA1,IGHG1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	1.7521572155137044	1.8098932152897895	0.11547199955217013	0.75	1.0	1.0
infection_study_04	B_lineage	B_lineage:11	Plasmablast	terminal	269	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	1.3570827409469421	1.3618111133068973	0.009456744719910651	0.6666666666666666	0.9026462480290606	2.0
infection_study_04	B_lineage	B_lineage:11	B Cell	parent	269	MS4A1,CD79A,CD79B,CD74,HLA-DRA,BANK1,CD37	CD79A,CD79B	CD3D,CD3E,LST1,NKG7	0.2764749038950661	0.27891099142762366	0.004872175065115039	1.0	0.015362943058074544	3.0
infection_study_04	B_lineage	B_lineage:12	Plasmablast	terminal	223	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,CD27,MKI67	MZB1,XBP1	MS4A1,LST1,CD3D	1.5667929270062315	1.58458632402585	0.0355867940392373	0.6666666666666666	1.0	1.0
infection_study_04	B_lineage	B_lineage:12	Plasma Cell	terminal	223	MZB1,XBP1,PRDM1,IRF4,TNFRSF17,SDC1,IGHA1,IGHG1	MZB1,XBP1,PRDM1	MS4A1,CD79A,CD3D,LST1	1.5989621532203906	1.6472072342051518	0.09649016196952273	0.75	0.9384975682511995	2.0
infection_study_04	B_lineage	B_lineage:12	Memory B Cell	terminal	223	MS4A1,CD79A,CD79B,CD27,TNFRSF13B,FCRL5,ITGAX,TBX21,AIM2,BANK1,CD86	CD27,TNFRSF13B,FCRL5	TCL1A,IGHD,IGHM,MZB1	-0.2882024687113103	0.22274488572728332	1.021894708877187	1.0	0.20922472800418326	3.0
